Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),60.5,57.2
Population below age 15 years (%),35.9,38.2
"Sex ratio of the total population (females per 1,000 males)","1,115","1,017"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",967,862
Children under age 5 years whose birth was registered with the civil authority (%),81.3,62.1
Deaths in the last 3 years registered with the civil authority (%),36.8,na
Population living in households with electricity (%),89.0,56.2
Population living in households with an improved drinking-water source (%),79.2,76.1
Population living in households that use an improved sanitation facility(%),51.4,12.5
Households using clean fuel for cooking (%),14.2,5.2
Households using iodized salt (%),96.8,97.8
Households with any usual member covered under a health insurance/financing scheme (%),52.2,29.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.8,na
Women who are literate (%),54.9,na
Women with 10 or more years of schooling (%),26.5,20.0
Women age 20-24 years married before age 18 years (%),32.2,37.1
Births in the 5 years preceding the survey that are third or higher order (%),3.1,2.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.8,8.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.1,33.7
Any method (%),56.6,26.0
Any modern method (%),45.9,24.7
Female sterilization (%),35.9,21.4
Male sterilization (%),0.3,0.3
IUD/PPIUD (%),1.1,0.5
Pill (%),1.4,1.5
Condom (%),2.3,0.9
Injectables (%),0.8,0.3
Total unmet need(%),13.4,21.7
Unmet need for spacing (%),5.5,8.6
Health worker ever talked to female non-users about family planning (%),46.5,15.4
Current users ever told about side effects of current method (%),63.8,32.6
Mothers who had an antenatal check-up in the first trimester (%),75.0,28.4
Mothers who had at least 4 antenatal care visits (%),43.1,15.0
Mothers whose last birth was protected against neonatal tetanus (%),94.2,79.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),41.6,8.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),29.1,0.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.0,83.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),70.7,33.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,268",965
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),1.1,1.4
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),61.7,na
Institutional births (%),70.3,51.3
Institutional births in public facility (%),61.4,42.1
Home births that were conducted by skilled health personnel (%),14.6,8.6
Births attended by skilled health personnel (%),83.8,60.1
Births delivered by caesarean section (%),10.2,6.3
Births in a private health facility that were delivered by caesarean section (%),(48.6),(44.4)
Births in a public health facility that were delivered by caesarean section (%),9.6,5.2
