Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),69.7,66.0
Population below age 15 years (%),26.9,29.1
"Sex ratio of the total population (females per 1,000 males)",987,"1,010"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",864,957
Children under age 5 years whose birth was registered with the civil authority (%),96.7,77.4
Deaths in the last 3 years registered with the civil authority (%),87.0,na
Population living in households with electricity (%),97.6,91.0
Population living in households with an improved drinking-water source (%),87.6,75.6
Population living in households that use an improved sanitation facility(%),73.3,25.3
Households using clean fuel for cooking (%),30.2,18.7
Households using iodized salt (%),99.2,98.8
Households with any usual member covered under a health insurance/financing scheme (%),62.8,63.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.0,na
Women who are literate (%),74.8,na
Women with 10 or more years of schooling (%),37.0,22.6
Women age 20-24 years married before age 18 years (%),22.9,31.1
Births in the 5 years preceding the survey that are third or higher order (%),1.8,2.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.0,9.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),65.7,45.5
Any method (%),56.4,50.6
Any modern method (%),49.4,47.5
Female sterilization (%),34.1,34.4
Male sterilization (%),0.2,0.1
IUD/PPIUD (%),3.8,1.6
Pill (%),0.5,2.6
Condom (%),4.6,8.1
Injectables (%),0.3,0.1
Total unmet need(%),12.6,13.0
Unmet need for spacing (%),3.8,6.0
Health worker ever talked to female non-users about family planning (%),34.2,27.8
Current users ever told about side effects of current method (%),84.4,67.0
Mothers who had an antenatal check-up in the first trimester (%),69.7,69.5
Mothers who had at least 4 antenatal care visits (%),70.0,45.1
Mothers whose last birth was protected against neonatal tetanus (%),94.0,94.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),59.6,39.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),38.7,14.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9,95.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),78.2,64.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,348","1,631"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(6.0),6.6
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),71.5,na
Institutional births (%),80.8,70.6
Institutional births in public facility (%),70.7,59.5
Home births that were conducted by skilled health personnel (%),7.7,7.5
Births attended by skilled health personnel (%),88.2,77.3
Births delivered by caesarean section (%),10.9,11.1
Births in a private health facility that were delivered by caesarean section (%),(50.5),71.4
Births in a public health facility that were delivered by caesarean section (%),8.2,5.2
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),87.1,74.6
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.0,67.9
Children age 12-23 months who have received BCG (%),90.2,97.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),90.4,81.9
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.5,84.0
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.5,86.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),21.2,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),74.5,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),92.5,74.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.7,79.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.1,98.1
Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.9,1.9
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.2,12.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,77.0
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,39.6
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,76.7
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.4,4.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,77.2
Children under age 3 years breastfed within one hour of birth (%),31.5,46.4
Children under age 6 months exclusively breastfed (%),(83.5),76.5
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(68.3)
Breastfeeding children age 6-23 months receiving an adequate diet (%),8.6,13.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),8.0,14.3
Children under 5 years who are stunted (height-for-age)(%),32.1,30.6
Children under 5 years who are wasted (weight-for-height) (%),18.1,29.0
Children under 5 years who are severely wasted (weight-for-height) (%),4.7,10.2
Children under 5 years who are underweight (weight-for-age) (%),31.8,34.5
Children under 5 years who are overweight (weight-for-height) (%),0.3,1.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.1,24.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.3,11.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),51.9,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),56.3,33.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),65.0,36.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(54.1),34.7
All women age 15-49 years who are anaemic (%),64.4,36.6
All women age 15-19 years who are anaemic (%),48.3,38.8
Women - Blood sugar level - high (141-160 mg/dl)(%),7.5,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.2,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.0,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.5,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.5,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),30.9,na
Ever undergone a screening test for cervical cancer (%),0.5,na
Ever undergone a breast examination for breast cancer (%),0.5,na
Ever undergone an oral cavity examination for oral cancer (%),0.9,na
Women age 15 years and above who use any kind of tobacco (%),17.5,na
Men age 15 years and above who use any kind of tobacco (%),44.4,na
Women age 15 years and above who consume alcohol (%),4.7,na
Men age 15 years and above who consume alcohol (%),39.5,na
