Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),54.0,58.3
Population below age 15 years (%),28.8,32.6
"Sex ratio of the total population (females per 1,000 males)","1,077","1,094"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,102",863
Children under age 5 years whose birth was registered with the civil authority (%),91.6,92.0
Deaths in the last 3 years registered with the civil authority (%),71.7,na
Population living in households with electricity (%),90.1,78.4
Population living in households with an improved drinking-water source (%),90.5,93.0
Population living in households that use an improved sanitation facility(%),52.8,14.7
Households using clean fuel for cooking (%),19.5,11.8
Households using iodized salt (%),98.4,99.7
Households with any usual member covered under a health insurance/financing scheme (%),83.1,81.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.5,na
Women who are literate (%),52.0,na
Women with 10 or more years of schooling (%),26.5,16.8
Women age 20-24 years married before age 18 years (%),11.1,16.7
Births in the 5 years preceding the survey that are third or higher order (%),1.3,1.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.5,6.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),55.6,30.9
Any method (%),57.7,40.0
Any modern method (%),52.8,39.0
Female sterilization (%),33.3,29.1
Male sterilization (%),5.1,1.1
IUD/PPIUD (%),3.0,2.2
Pill (%),3.5,1.0
Condom (%),4.3,4.6
Injectables (%),0.2,0.0
Total unmet need(%),9.2,14.2
Unmet need for spacing (%),3.4,6.9
Health worker ever talked to female non-users about family planning (%),35.4,30.8
Current users ever told about side effects of current method (%),93.1,80.3
Mothers who had an antenatal check-up in the first trimester (%),60.1,54.3
Mothers who had at least 4 antenatal care visits (%),59.1,40.9
Mothers whose last birth was protected against neonatal tetanus (%),96.1,83.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40.5,23.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.2,0.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,87.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),76.9,63.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),797,295
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),8.7,5.1
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),71.3,na
Institutional births (%),74.2,61.3
Institutional births in public facility (%),67.2,59.5
Home births that were conducted by skilled health personnel (%),11.5,10.7
Births attended by skilled health personnel (%),82.5,71.8
Births delivered by caesarean section (%),5.8,2.9
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),5.3,4.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),81.7,62.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.7,(73.3)
Children age 12-23 months who have received BCG (%),100.0,95.4
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.5,69.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.1,80.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.3,85.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),14.7,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),63.4,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.8,66.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),82.7,72.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.2,98.5
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.5
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.6,5.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(76.1)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(19.6)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(67.0)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,0.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,66.1
Children under age 3 years breastfed within one hour of birth (%),33.2,57.5
Children under age 6 months exclusively breastfed (%),(88.6),77.9
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),16.3,4.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),14.8,3.7
Children under 5 years who are stunted (height-for-age)(%),43.7,49.0
Children under 5 years who are wasted (weight-for-height) (%),21.5,30.5
Children under 5 years who are severely wasted (weight-for-height) (%),8.3,16.2
Children under 5 years who are underweight (weight-for-age) (%),39.5,49.2
Children under 5 years who are overweight (weight-for-height) (%),6.3,7.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),28.1,23.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),5.7,4.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),56.8,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),86.8,48.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),72.8,59.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),57.2,50.3
All women age 15-49 years who are anaemic (%),72.0,58.9
All women age 15-19 years who are anaemic (%),72.0,61.7
Women - Blood sugar level - high (141-160 mg/dl)(%),3.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),2.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.0,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.4,na
