Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.6,65.1
Population below age 15 years (%),24.0,28.0
"Sex ratio of the total population (females per 1,000 males)","1,057","1,049"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,077",886
Children under age 5 years whose birth was registered with the civil authority (%),98.5,90.0
Deaths in the last 3 years registered with the civil authority (%),75.6,na
Population living in households with electricity (%),98.4,99.0
Population living in households with an improved drinking-water source (%),98.8,96.4
Population living in households that use an improved sanitation facility(%),84.2,24.2
Households using clean fuel for cooking (%),30.4,12.9
Households using iodized salt (%),98.9,99.1
Households with any usual member covered under a health insurance/financing scheme (%),76.2,73.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.1,na
Women who are literate (%),70.6,na
Women with 10 or more years of schooling (%),31.2,21.0
Women age 20-24 years married before age 18 years (%),9.5,19.6
Births in the 5 years preceding the survey that are third or higher order (%),1.1,2.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.2,5.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),61.4,39.3
Any method (%),71.4,65.5
Any modern method (%),64.2,61.9
Female sterilization (%),51.0,57.1
Male sterilization (%),0.9,0.4
IUD/PPIUD (%),2.5,0.7
Pill (%),2.7,2.1
Condom (%),2.6,1.7
Injectables (%),0.0,0.0
Total unmet need(%),5.5,7.7
Unmet need for spacing (%),2.6,3.9
Health worker ever talked to female non-users about family planning (%),22.6,30.0
Current users ever told about side effects of current method (%),82.6,49.6
Mothers who had an antenatal check-up in the first trimester (%),69.4,77.5
Mothers who had at least 4 antenatal care visits (%),65.8,60.9
Mothers whose last birth was protected against neonatal tetanus (%),92.3,96.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),35.1,23.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),18.9,11.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.9,96.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),89.1,57.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,077",932
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,1.7
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),87.2,na
Institutional births (%),92.9,77.9
Institutional births in public facility (%),72.6,58.9
Home births that were conducted by skilled health personnel (%),4.0,7.3
Births attended by skilled health personnel (%),96.3,84.9
Births delivered by caesarean section (%),10.2,8.7
Births in a private health facility that were delivered by caesarean section (%),31.7,36.0
Births in a public health facility that were delivered by caesarean section (%),5.2,3.1
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),82.1,74.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.3,75.3
Children age 12-23 months who have received BCG (%),98.2,98.6
Children age 12-23 months who have received 3 doses of polio vaccine (%),86.2,80.7
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.4,90.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.2,92.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),22.9,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),86.5,75.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.5,67.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.3,98.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.8,1.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.1,8.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(67.3)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(22.8)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(67.5)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,3.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(61.1),66.5
Children under age 3 years breastfed within one hour of birth (%),41.7,49.9
Children under age 6 months exclusively breastfed (%),(82.1),(75.7)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),16.9,19.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),15.7,19.3
Children under 5 years who are stunted (height-for-age)(%),36.8,43.7
Children under 5 years who are wasted (weight-for-height) (%),14.0,19.8
Children under 5 years who are severely wasted (weight-for-height) (%),3.6,5.8
Children under 5 years who are underweight (weight-for-age) (%),25.8,38.1
Children under 5 years who are overweight (weight-for-height) (%),3.4,1.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.3,28.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),12.6,7.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),63.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.8,38.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.4,49.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(56.5),(53.3)
All women age 15-49 years who are anaemic (%),63.0,49.5
All women age 15-19 years who are anaemic (%),63.0,51.0
Women - Blood sugar level - high (141-160 mg/dl)(%),4.1,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.0,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.6,na
Men - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),3.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.4,na
Ever undergone a screening test for cervical cancer (%),0.5,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.4,na
Women age 15 years and above who use any kind of tobacco (%),23.7,na
Men age 15 years and above who use any kind of tobacco (%),43.2,na
Women age 15 years and above who consume alcohol (%),3.7,na
Men age 15 years and above who consume alcohol (%),30.3,na
