Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.1,69.4
Population below age 15 years (%),25.4,28.8
"Sex ratio of the total population (females per 1,000 males)","1,034","1,022"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",989,964
Children under age 5 years whose birth was registered with the civil authority (%),94.5,81.6
Deaths in the last 3 years registered with the civil authority (%),72.4,na
Population living in households with electricity (%),97.9,94.5
Population living in households with an improved drinking-water source (%),82.2,79.5
Population living in households that use an improved sanitation facility(%),73.3,35.1
Households using clean fuel for cooking (%),35.5,26.5
Households using iodized salt (%),95.4,99.4
Households with any usual member covered under a health insurance/financing scheme (%),60.6,62.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.3,na
Women who are literate (%),73.2,na
Women with 10 or more years of schooling (%),37.1,27.8
Women age 20-24 years married before age 18 years (%),7.2,20.2
Births in the 5 years preceding the survey that are third or higher order (%),2.0,3.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.2,4.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),65.2,45.0
Any method (%),53.6,55.5
Any modern method (%),46.9,50.4
Female sterilization (%),34.5,39.7
Male sterilization (%),0.6,0.2
IUD/PPIUD (%),1.4,1.2
Pill (%),3.5,3.1
Condom (%),5.7,5.8
Injectables (%),0.4,0.1
Total unmet need(%),13.4,13.0
Unmet need for spacing (%),4.4,5.4
Health worker ever talked to female non-users about family planning (%),12.7,29.0
Current users ever told about side effects of current method (%),52.4,47.7
Mothers who had an antenatal check-up in the first trimester (%),49.7,73.4
Mothers who had at least 4 antenatal care visits (%),49.3,52.9
Mothers whose last birth was protected against neonatal tetanus (%),84.2,93.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.5,24.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.4,9.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.9,89.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),76.7,54.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,943",935
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(12.5),5.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),70.7,na
Institutional births (%),75.4,67.1
Institutional births in public facility (%),57.4,49.3
Home births that were conducted by skilled health personnel (%),7.1,6.3
Births attended by skilled health personnel (%),78.2,72.7
Births delivered by caesarean section (%),18.1,9.3
Births in a private health facility that were delivered by caesarean section (%),(63.9),41.0
Births in a public health facility that were delivered by caesarean section (%),11.6,4.0
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(68.4),80.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(89.3),82.5
Children age 12-23 months who have received BCG (%),(91.0),99.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),(72.2),84.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(75.9),91.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(83.9),94.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(48.3),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(36.0),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(72.7),84.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),74.1,72.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(91.6),90.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(1.8),9.4
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.3,5.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(69.4)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(19.4)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(69.6)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.3,1.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(50.6),61.1
Children under age 3 years breastfed within one hour of birth (%),26.4,46.3
Children under age 6 months exclusively breastfed (%),*,81.9
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(63.3)
Breastfeeding children age 6-23 months receiving an adequate diet (%),4.5,6.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),4.0,7.4
Children under 5 years who are stunted (height-for-age)(%),34.7,33.2
