Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),67.7,68.7
Population below age 15 years (%),25.3,29.2
"Sex ratio of the total population (females per 1,000 males)",999,"1,038"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",795,819
Children under age 5 years whose birth was registered with the civil authority (%),96.0,77.7
Deaths in the last 3 years registered with the civil authority (%),76.2,na
Population living in households with electricity (%),99.5,98.5
Population living in households with an improved drinking-water source (%),97.2,94.3
Population living in households that use an improved sanitation facility(%),78.8,31.6
Households using clean fuel for cooking (%),24.8,18.9
Households using iodized salt (%),99.4,99.0
Households with any usual member covered under a health insurance/financing scheme (%),74.0,70.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.0,na
Women who are literate (%),74.9,na
Women with 10 or more years of schooling (%),37.3,32.8
Women age 20-24 years married before age 18 years (%),10.2,18.2
Births in the 5 years preceding the survey that are third or higher order (%),1.5,1.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.5,3.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),78.4,55.8
Any method (%),74.8,61.7
Any modern method (%),66.3,59.1
Female sterilization (%),47.6,52.6
Male sterilization (%),0.4,0.3
IUD/PPIUD (%),2.1,1.7
Pill (%),2.1,1.0
Condom (%),7.8,3.4
Injectables (%),1.0,0.0
Total unmet need(%),6.3,12.5
Unmet need for spacing (%),1.9,5.9
Health worker ever talked to female non-users about family planning (%),16.5,22.8
Current users ever told about side effects of current method (%),70.2,40.9
Mothers who had an antenatal check-up in the first trimester (%),63.1,68.6
Mothers who had at least 4 antenatal care visits (%),62.8,44.3
Mothers whose last birth was protected against neonatal tetanus (%),90.9,93.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),34.2,17.6
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.5,7.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.6,89.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),85.9,49.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,597","2,075"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(8.3),3.3
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.6,na
Institutional births (%),86.2,62.4
Institutional births in public facility (%),64.7,39.9
Home births that were conducted by skilled health personnel (%),8.4,7.6
Births attended by skilled health personnel (%),91.6,69.6
Births delivered by caesarean section (%),22.8,10.6
Births in a private health facility that were delivered by caesarean section (%),66.6,46.2
Births in a public health facility that were delivered by caesarean section (%),13.1,0.6
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),85.5,70.5
