,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),51.9,47.8
1,Population below age 15 years (%),29.2,31.1
2,"Sex ratio of the total population (females per 1,000 males)","1,020",977
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",922,950
4,Children under age 5 years whose birth was registered with the civil authority (%),92.7,85.1
5,Deaths in the last 3 years registered with the civil authority (%),74.2,na
6,Population living in households with electricity (%),99.0,98.3
7,Population living in households with an improved drinking-water source (%),95.2,92.4
8,Population living in households that use an improved sanitation facility(%),37.4,18.9
9,Households using clean fuel for cooking (%),48.8,18.7
10,Households using iodized salt (%),76.3,87.7
11,Households with any usual member covered under a health insurance/financing scheme (%),16.7,28.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.2,na
13,Women who are literate (%),48.1,na
14,Women with 10 or more years of schooling (%),26.4,23.3
15,Women age 20-24 years married before age 18 years (%),33.2,29.6
16,Births in the 5 years preceding the survey that are third or higher order (%),3.5,2.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.9,8.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),67.9,49.5
19,Any method (%),64.0,47.0
20,Any modern method (%),63.7,47.0
21,Female sterilization (%),57.6,47.0
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),1.7,0.0
24,Pill (%),2.1,0.0
25,Condom (%),1.1,0.0
26,Injectables (%),0.3,0.0
27,Total unmet need(%),7.5,9.1
28,Unmet need for spacing (%),5.9,7.2
29,Health worker ever talked to female non-users about family planning (%),23.1,29.4
30,Current users ever told about side effects of current method (%),65.0,34.0
31,Mothers who had an antenatal check-up in the first trimester (%),57.4,61.9
32,Mothers who had at least 4 antenatal care visits (%),63.6,63.6
33,Mothers whose last birth was protected against neonatal tetanus (%),79.4,90.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),29.6,24.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),10.8,17.2
