,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),72.6,71.1
1,Population below age 15 years (%),25.4,24.1
2,"Sex ratio of the total population (females per 1,000 males)",978,906
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",805,974
4,Children under age 5 years whose birth was registered with the civil authority (%),98.6,96.9
5,Deaths in the last 3 years registered with the civil authority (%),89.6,na
6,Population living in households with electricity (%),99.1,97.3
7,Population living in households with an improved drinking-water source (%),99.1,98.2
8,Population living in households that use an improved sanitation facility(%),68.9,56.0
9,Households using clean fuel for cooking (%),60.7,35.8
10,Households using iodized salt (%),87.9,84.4
11,Households with any usual member covered under a health insurance/financing scheme (%),28.8,44.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.8,na
13,Women who are literate (%),71.5,na
14,Women with 10 or more years of schooling (%),40.0,32.2
15,Women age 20-24 years married before age 18 years (%),16.5,20.2
16,Births in the 5 years preceding the survey that are third or higher order (%),3.4,2.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.2,12.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),75.8,59.6
19,Any method (%),44.6,48.6
20,Any modern method (%),44.6,48.6
21,Female sterilization (%),42.6,48.4
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.7,0.0
24,Pill (%),0.3,0.2
25,Condom (%),1.0,0.0
26,Injectables (%),0.0,0.0
27,Total unmet need(%),8.4,9.4
28,Unmet need for spacing (%),3.5,7.0
29,Health worker ever talked to female non-users about family planning (%),20.8,23.0
30,Current users ever told about side effects of current method (%),55.8,45.7
31,Mothers who had an antenatal check-up in the first trimester (%),73.3,68.1
32,Mothers who had at least 4 antenatal care visits (%),58.7,68.8
33,Mothers whose last birth was protected against neonatal tetanus (%),88.0,87.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),30.5,27.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),16.8,18.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,93.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.4,64.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"11,573","2,886"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.4,na
41,Institutional births (%),97.2,96.7
42,Institutional births in public facility (%),82.6,78.3
43,Home births that were conducted by skilled health personnel (%),2.0,1.2
44,Births attended by skilled health personnel (%),95.8,91.0
45,Births delivered by caesarean section (%),23.9,18.6
46,Births in a private health facility that were delivered by caesarean section (%),49.3,(53.1)
47,Births in a public health facility that were delivered by caesarean section (%),20.2,11.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),95.7,69.3
