,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),55.3,54.6
1,Population below age 15 years (%),29.3,30.3
2,"Sex ratio of the total population (females per 1,000 males)","1,033","1,036"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",907,"1,017"
4,Children under age 5 years whose birth was registered with the civil authority (%),88.7,93.4
5,Deaths in the last 3 years registered with the civil authority (%),70.9,na
6,Population living in households with electricity (%),99.7,98.0
7,Population living in households with an improved drinking-water source (%),94.0,88.5
8,Population living in households that use an improved sanitation facility(%),53.0,27.6
9,Households using clean fuel for cooking (%),64.9,26.7
10,Households using iodized salt (%),73.3,81.8
11,Households with any usual member covered under a health insurance/financing scheme (%),17.8,29.0
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),15.5,na
13,Women who are literate (%),54.3,na
14,Women with 10 or more years of schooling (%),31.7,28.6
15,Women age 20-24 years married before age 18 years (%),21.9,26.3
16,Births in the 5 years preceding the survey that are third or higher order (%),4.0,2.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.9,3.0
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.8,47.2
19,Any method (%),50.1,54.3
20,Any modern method (%),49.6,54.3
21,Female sterilization (%),46.3,53.3
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.7,0.7
24,Pill (%),0.6,0.2
25,Condom (%),1.8,0.1
26,Injectables (%),0.2,0.0
27,Total unmet need(%),10.0,9.2
28,Unmet need for spacing (%),6.8,7.6
29,Health worker ever talked to female non-users about family planning (%),19.2,18.9
30,Current users ever told about side effects of current method (%),54.1,36.2
31,Mothers who had an antenatal check-up in the first trimester (%),66.4,57.9
32,Mothers who had at least 4 antenatal care visits (%),67.5,65.4
33,Mothers whose last birth was protected against neonatal tetanus (%),89.0,93.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),32.8,53.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),25.0,38.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.1,90.6
37,days of delivery (%),76.1,48.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"6,277","2,397"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(8.0),(8.9)
40,days of delivery (%),73.3,na
41,Institutional births (%),88.9,79.7
42,Institutional births in public facility (%),64.4,57.3
43,Home births that were conducted by skilled health personnel (%),5.9,9.2
44,Births attended by skilled health personnel (%),83.3,89.2
45,Births delivered by caesarean section (%),20.0,11.6
46,Births in a private health facility that were delivered by caesarean section (%),45.6,35.3
47,Births in a public health facility that were delivered by caesarean section (%),13.7,6.5
48,mother's recall (%),80.2,65.4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),89.6,(68.7)
50,Children age 12-23 months who have received BCG (%),92.0,94.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),81.2,70.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.8,77.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),85.0,84.7
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),18.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.2,58.4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),83.0,72.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.8,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.2,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.2,1.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.9,0.0
65,health provider (%),(57.0),*
66,Children under age 3 years breastfed within one hour of birth (%),63.4,59.2
67,Children under age 6 months exclusively breastfed (%),51.7,(60.3)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),15.2,3.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),13.0,3.3
72,Children under 5 years who are stunted (height-for-age) (%),39.8,37.2
73,Children under 5 years who are wasted (weight-for-height) (%),23.2,34.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),11.7,18.1
75,Children under 5 years who are underweight (weight-for-age) (%),40.7,41.2
76,Children under 5 years who are overweight (weight-for-height) (%),1.6,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.3,20.8
