Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),66.1,63.0
Population below age 15 years (%),28.0,29.8
"Sex ratio of the total population (females per 1,000 males)",995,966
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",885,924
Children under age 5 years whose birth was registered with the civil authority (%),95.5,91.6
Deaths in the last 3 years registered with the civil authority (%),86.2,na
Population living in households with electricity (%),97.6,96.7
Population living in households with an improved drinking-water source (%),92.5,92.0
Population living in households that use an improved sanitation facility(%),44.8,22.6
Households using clean fuel for cooking (%),60.6,29.1
Households using iodized salt (%),92.3,83.5
Households with any usual member covered under a health insurance/financing scheme (%),21.2,36.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.9,na
Women who are literate (%),66.6,na
Women with 10 or more years of schooling (%),37.1,36.0
Women age 20-24 years married before age 18 years (%),39.2,31.9
Births in the 5 years preceding the survey that are third or higher order (%),2.6,3.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),11.8,10.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),71.9,48.0
Any method (%),63.1,58.7
Any modern method (%),62.7,58.1
Female sterilization (%),55.5,56.8
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.3,0.4
Pill (%),2.1,0.4
Condom (%),2.5,0.6
Injectables (%),0.5,0.0
Total unmet need(%),7.0,7.2
Unmet need for spacing (%),4.0,3.9
Health worker ever talked to female non-users about family planning (%),23.8,19.6
Current users ever told about side effects of current method (%),62.1,55.5
Mothers who had an antenatal check-up in the first trimester (%),60.3,70.6
Mothers who had at least 4 antenatal care visits (%),56.4,64.3
Mothers whose last birth was protected against neonatal tetanus (%),93.5,83.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),36.6,38.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.4,27.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.1,81.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.4,58.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,198","2,914"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.8,na
Institutional births (%),91.8,90.7
Institutional births in public facility (%),59.6,54.2
Home births that were conducted by skilled health personnel (%),3.8,3.3
Births attended by skilled health personnel (%),90.0,93.6
Births delivered by caesarean section (%),20.9,19.4
Births in a private health facility that were delivered by caesarean section (%),46.6,40.7
Births in a public health facility that were delivered by caesarean section (%),9.9,8.5
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),71.1,58.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),73.2,(54.2)
Children age 12-23 months who have received BCG (%),95.5,84.8
Children age 12-23 months who have received 3 doses of polio vaccine (%),81.4,72.4
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),84.7,73.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),81.8,72.2
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),14.1,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.7,59.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),83.4,67.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.8,93.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),6.0,6.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.2,4.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(54.8),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(43.5),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(80.3),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,4.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.7,(89.3)
Children under age 3 years breastfed within one hour of birth (%),57.3,46.8
Children under age 6 months exclusively breastfed (%),(63.5),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),10.0,2.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),14.6,2.2
Children under 5 years who are stunted (height-for-age) (%),45.9,44.9
Children under 5 years who are wasted (weight-for-height) (%),15.0,29.1
Children under 5 years who are severely wasted (weight-for-height) (%),4.3,10.1
Children under 5 years who are underweight (weight-for-age) (%),39.0,38.9
Children under 5 years who are overweight (weight-for-height) (%),2.7,2.8
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.1,19.5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.4,18.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),32.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.2,68.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),52.2,41.2
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(71.5),(57.5)
All women age 15-49 years who are anaemic (%),52.9,41.9
All women age 15-19 years who are anaemic (%),52.6,45.2
Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.6,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.3,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.2,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.0,na
Ever undergone a screening test for cervical cancer (%),0.7,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.4,na
Women age 15 years and above who use any kind of tobacco (%),10.8,na
Men age 15 years and above who use any kind of tobacco (%),34.6,na
Women age 15 years and above who consume alcohol (%),0.8,na
Men age 15 years and above who consume alcohol (%),15.3,na
