,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),83.9,82.7
1,Population below age 15 years (%),19.8,20.4
2,"Sex ratio of the total population (females per 1,000 males)","1,063","1,032"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,038","1,136"
4,Children under age 5 years whose birth was registered with the civil authority (%),97.8,97.1
5,Deaths in the last 3 years registered with the civil authority (%),93.8,na
6,Population living in households with electricity (%),99.8,98.1
7,Population living in households with an improved drinking-water source (%),88.6,86.3
8,Population living in households that use an improved sanitation facility(%),97.1,93.0
9,Households using clean fuel for cooking (%),82.0,54.2
10,Households using iodized salt (%),96.9,74.5
11,Households with any usual member covered under a health insurance/financing scheme (%),36.3,34.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.0,na
13,Women who are literate (%),92.7,na
14,Women with 10 or more years of schooling (%),62.8,51.4
15,Women age 20-24 years married before age 18 years (%),4.9,7.7
16,Births in the 5 years preceding the survey that are third or higher order (%),1.2,0.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.0,2.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.9,82.2
19,Any method (%),61.9,21.0
20,Any modern method (%),60.2,20.6
21,Female sterilization (%),46.2,18.0
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),3.0,0.9
24,Pill (%),0.4,0.3
25,Condom (%),7.5,1.4
26,Injectables (%),0.8,0.0
27,Total unmet need(%),9.5,17.0
28,Unmet need for spacing (%),6.6,8.3
29,Health worker ever talked to female non-users about family planning (%),34.8,13.9
30,Current users ever told about side effects of current method (%),67.9,(37.2)
31,Mothers who had an antenatal check-up in the first trimester (%),86.1,64.2
32,Mothers who had at least 4 antenatal care visits (%),82.0,66.8
33,Mothers whose last birth was protected against neonatal tetanus (%),97.5,82.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),68.9,40.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),35.4,34.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,87.5
37,days of delivery (%),83.5,73.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,699","3,741"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),83.5,na
41,Institutional births (%),100.0,96.6
42,Institutional births in public facility (%),41.9,38.5
43,Home births that were conducted by skilled health personnel (%),0.0,1.4
44,Births attended by skilled health personnel (%),91.9,89.3
45,Births delivered by caesarean section (%),30.4,28.9
46,Births in a private health facility that were delivered by caesarean section (%),35.0,30.5
