Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),73.3,65.7
Population below age 15 years (%),24.1,24.9
"Sex ratio of the total population (females per 1,000 males)","1,060",964
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",911,872
Children under age 5 years whose birth was registered with the civil authority (%),99.7,96.9
Deaths in the last 3 years registered with the civil authority (%),87.1,na
Population living in households with electricity (%),98.6,97.9
Population living in households with an improved drinking-water source (%),95.5,93.9
Population living in households that use an improved sanitation facility(%),55.2,30.3
Households using clean fuel for cooking (%),56.3,24.8
Households using iodized salt (%),77.1,75.2
Households with any usual member covered under a health insurance/financing scheme (%),28.3,34.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),16.3,na
Women who are literate (%),70.7,na
Women with 10 or more years of schooling (%),45.1,37.9
Women age 20-24 years married before age 18 years (%),27.7,25.1
Births in the 5 years preceding the survey that are third or higher order (%),2.6,1.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.0,4.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.3,51.6
Any method (%),58.3,59.6
Any modern method (%),57.7,59.4
Female sterilization (%),48.8,57.9
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),2.5,0.5
Pill (%),3.0,0.3
Condom (%),2.7,0.8
Injectables (%),0.5,0.0
Total unmet need(%),7.0,6.8
Unmet need for spacing (%),3.8,4.8
Health worker ever talked to female non-users about family planning (%),25.4,13.6
Current users ever told about side effects of current method (%),70.0,53.4
Mothers who had an antenatal check-up in the first trimester (%),52.6,54.1
Mothers who had at least 4 antenatal care visits (%),68.7,78.1
Mothers whose last birth was protected against neonatal tetanus (%),93.3,83.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33.5,43.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),17.4,37.1
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.0,94.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.7,80.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,726","3,994"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.4,na
Institutional births (%),96.2,92.9
Institutional births in public facility (%),67.5,67.0
Home births that were conducted by skilled health personnel (%),3.6,2.0
Births attended by skilled health personnel (%),98.2,92.6
Births delivered by caesarean section (%),33.5,29.0
Births in a private health facility that were delivered by caesarean section (%),51.3,44.4
Births in a public health facility that were delivered by caesarean section (%),27.8,26.1
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),74.3,(46.7)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),81.4,(42.6)
Children age 12-23 months who have received BCG (%),93.0,(92.4)
Children age 12-23 months who have received 3 doses of polio vaccine (%),86.3,(81.7)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.1,(74.3)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),85.5,(69.4)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),45.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),79.8,(58.7)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.0,84.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.9,(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.1,(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.4,9.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(79.8),(87.0)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(36.9),(82.3)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(70.1),(87.0)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.3,7.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),71.2,(77.4)
Children under age 3 years breastfed within one hour of birth (%),41.8,50.5
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.0,(4.5)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),9.5,4.3
Children under 5 years who are stunted (height-for-age) (%),45.2,34.8
Children under 5 years who are wasted (weight-for-height) (%),18.2,43.1
Children under 5 years who are severely wasted (weight-for-height) (%),4.5,27.5
Children under 5 years who are underweight (weight-for-age) (%),39.8,38.1
Children under 5 years who are overweight (weight-for-height) (%),1.5,4.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.9,21.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),30.6,11.7
Women who have high risk waist-to-hip ratio (≥0.85) (%),41.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.3,70.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),50.5,41.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(51.1),(21.2)
All women age 15-49 years who are anaemic (%),50.5,41.1
All women age 15-19 years who are anaemic (%),54.1,44.3
Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.9,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.2,na
