Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.2,66.2
Population below age 15 years (%),27.3,26.1
"Sex ratio of the total population (females per 1,000 males)","1,034","1,018"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",898,"1,075"
Children under age 5 years whose birth was registered with the civil authority (%),97.9,96.3
Deaths in the last 3 years registered with the civil authority (%),76.5,na
Population living in households with electricity (%),98.8,98.1
Population living in households with an improved drinking-water source (%),98.9,98.0
Population living in households that use an improved sanitation facility(%),56.5,28.0
Households using clean fuel for cooking (%),65.2,31.3
Households using iodized salt (%),97.7,95.8
Households with any usual member covered under a health insurance/financing scheme (%),21.4,25.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.1,na
Women who are literate (%),73.8,na
Women with 10 or more years of schooling (%),45.0,46.4
Women age 20-24 years married before age 18 years (%),19.2,22.3
Births in the 5 years preceding the survey that are third or higher order (%),4.2,3.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.0,7.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),81.6,60.4
Any method (%),69.1,59.9
Any modern method (%),68.5,59.2
Female sterilization (%),50.1,57.0
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),2.0,0.0
Pill (%),8.0,0.5
Condom (%),5.4,1.6
Injectables (%),1.6,0.2
Total unmet need(%),8.1,8.4
Unmet need for spacing (%),3.6,3.8
Health worker ever talked to female non-users about family planning (%),40.7,25.2
Current users ever told about side effects of current method (%),81.9,66.6
Mothers who had an antenatal check-up in the first trimester (%),62.7,67.9
Mothers who had at least 4 antenatal care visits (%),55.3,69.1
Mothers whose last birth was protected against neonatal tetanus (%),97.4,90.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),39.7,48.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),26.4,34.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8,92.4
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.6,69.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,091","5,689"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.5,na
Institutional births (%),99.0,98.0
Institutional births in public facility (%),73.4,78.9
Home births that were conducted by skilled health personnel (%),0.3,0.9
Births attended by skilled health personnel (%),91.7,98.9
Births delivered by caesarean section (%),21.8,18.5
Births in a private health facility that were delivered by caesarean section (%),42.3,31.4
Births in a public health facility that were delivered by caesarean section (%),15.0,15.8
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),74.8,59.6
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),77.7,(73.5)
Children age 12-23 months who have received BCG (%),97.7,92.8
