Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),74.4,69.4
Population below age 15 years (%),20.2,21.8
"Sex ratio of the total population (females per 1,000 males)","1,102","1,077"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",872,"1,140"
Children under age 5 years whose birth was registered with the civil authority (%),98.4,96.9
Deaths in the last 3 years registered with the civil authority (%),90.0,na
Population living in households with electricity (%),99.3,97.5
Population living in households with an improved drinking-water source (%),96.8,97.4
Population living in households that use an improved sanitation facility(%),87.9,66.9
Households using clean fuel for cooking (%),86.1,51.1
Households using iodized salt (%),98.5,94.2
Households with any usual member covered under a health insurance/financing scheme (%),36.9,39.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(8.9),na
Women who are literate (%),82.0,na
Women with 10 or more years of schooling (%),51.3,45.6
Women age 20-24 years married before age 18 years (%),16.2,13.2
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.4,6.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.0,83.4
Any method (%),78.1,56.7
Any modern method (%),77.5,56.2
Female sterilization (%),62.1,51.1
Male sterilization (%),0.4,0.0
IUD/PPIUD (%),6.3,3.1
Pill (%),3.2,0.7
Condom (%),3.3,1.3
Injectables (%),0.8,0.0
Total unmet need(%),5.2,7.9
Unmet need for spacing (%),1.8,3.8
Health worker ever talked to female non-users about family planning (%),57.1,12.8
Current users ever told about side effects of current method (%),82.2,52.4
Mothers who had an antenatal check-up in the first trimester (%),67.6,72.4
Mothers who had at least 4 antenatal care visits (%),75.8,86.4
Mothers whose last birth was protected against neonatal tetanus (%),98.6,90.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),50.1,38.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),33.6,27.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,96.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.6,68.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,421","4,493"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.1,na
Institutional births (%),100.0,97.3
Institutional births in public facility (%),71.7,57.2
Home births that were conducted by skilled health personnel (%),0.0,0.0
Births attended by skilled health personnel (%),97.1,96.5
Births delivered by caesarean section (%),41.8,32.8
Births in a private health facility that were delivered by caesarean section (%),71.6,51.8
Births in a public health facility that were delivered by caesarean section (%),30.0,21.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(96.8),(68.1)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(94.3),(56.4)
Children age 12-23 months who have received BCG (%),(100.0),(97.8)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(96.8),(82.2)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(100.0),(84.6)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(100.0),(84.1)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(39.3),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(8.7),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.3),(66.2)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.7,87.0
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(97.4),(89.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.6),(11.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.0,8.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.9,2.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(81.9)
Children under age 3 years breastfed within one hour of birth (%),43.1,50.8
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(25.2),(0.0)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),29.1,(4.6)
Children under 5 years who are stunted (height-for-age) (%),27.1,27.0
Children under 5 years who are wasted (weight-for-height) (%),15.2,19.1
Children under 5 years who are severely wasted (weight-for-height) (%),5.2,6.4
Children under 5 years who are underweight (weight-for-age) (%),23.8,26.4
Children under 5 years who are overweight (weight-for-height) (%),5.1,0.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.1,18.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),36.1,27.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),57.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),63.6,53.1
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),42.0,47.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(47.0),(33.0)
All women age 15-49 years who are anaemic (%),42.2,47.0
All women age 15-19 years who are anaemic (%),34.2,43.7
