,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),65.0,60.8
1,Population below age 15 years (%),26.8,30.9
2,"Sex ratio of the total population (females per 1,000 males)","1,023",989
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",976,914
4,Children under age 5 years whose birth was registered with the civil authority (%),97.0,93.0
5,Deaths in the last 3 years registered with the civil authority (%),76.3,na
6,Population living in households with electricity (%),99.4,98.7
7,Population living in households with an improved drinking-water source (%),92.5,99.1
8,Population living in households that use an improved sanitation facility(%),36.5,30.2
9,Households using clean fuel for cooking (%),58.5,35.1
10,Households using iodized salt (%),92.2,85.8
11,Households with any usual member covered under a health insurance/financing scheme (%),17.4,22.9
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),19.5,na
13,Women who are literate (%),68.2,na
14,Women with 10 or more years of schooling (%),42.0,33.4
15,Women age 20-24 years married before age 18 years (%),29.8,27.0
16,Births in the 5 years preceding the survey that are third or higher order (%),4.0,2.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.9,3.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.9,66.2
19,Any method (%),53.0,53.7
20,Any modern method (%),53.0,53.7
21,Female sterilization (%),40.3,53.4
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.7,0.3
24,Pill (%),3.5,0.0
25,Condom (%),5.4,0.0
26,Injectables (%),1.0,0.0
27,Total unmet need(%),12.6,6.9
28,Unmet need for spacing (%),5.3,3.9
29,Health worker ever talked to female non-users about family planning (%),32.3,11.4
30,Current users ever told about side effects of current method (%),70.1,29.9
31,Mothers who had an antenatal check-up in the first trimester (%),59.3,59.1
32,Mothers who had at least 4 antenatal care visits (%),53.6,84.6
33,Mothers whose last birth was protected against neonatal tetanus (%),90.8,93.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.6,33.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),18.2,18.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.1,76.0
37,days of delivery (%),79.6,40.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,738","2,134"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),78.1,na
41,Institutional births (%),88.7,91.1
42,Institutional births in public facility (%),60.5,59.5
43,Home births that were conducted by skilled health personnel (%),7.0,6.1
44,Births attended by skilled health personnel (%),87.1,96.8
45,Births delivered by caesarean section (%),22.7,8.4
46,Births in a private health facility that were delivered by caesarean section (%),47.8,16.5
47,Births in a public health facility that were delivered by caesarean section (%),15.3,5.4
48,mother's recall (%),75.3,58.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.3,(58.2)
50,Children age 12-23 months who have received BCG (%),95.0,100.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),81.9,67.3
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.4,82.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),84.0,86.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),25.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),12.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.5,61.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),94.5,88.2
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.6,93.4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.2,6.6
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.4,0.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(68.9),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(53.4),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.6),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8,0.0
65,health provider (%),49.9,*
66,Children under age 3 years breastfed within one hour of birth (%),37.8,56.4
67,Children under age 6 months exclusively breastfed (%),(45.1),(52.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),16.9,1.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(10.3),*
71,Total children age 6-23 months receiving an adequate diet  (%),15.4,2.6
72,Children under 5 years who are stunted (height-for-age) (%),34.5,52.2
73,Children under 5 years who are wasted (weight-for-height) (%),25.0,34.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),12.2,13.2
75,Children under 5 years who are underweight (weight-for-age) (%),36.2,56.7
76,Children under 5 years who are overweight (weight-for-height) (%),4.1,1.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.8,22.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.8,14.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),46.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.1,72.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.0,42.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(58.0),(53.9)
83,All women age 15-49 years who are anaemic (%),56.0,43.1
84,All women age 15-19 years who are anaemic (%),61.4,46.6
85,Blood sugar level - high (141-160 mg/dl)(%),5.9,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.2,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.3,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.4,na
93,control blood pressure (%),17.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.1,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.5,na
96,control blood pressure (%),24.8,na
97,Ever undergone a screening test for cervical cancer (%),1.4,na
98,Ever undergone a breast examination for breast cancer (%),0.8,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.8,na
100,Women age 15 years and above who use any kind of tobacco (%),11.0,na
101,Men age 15 years and above who use any kind of tobacco (%),33.5,na
102,Women age 15 years and above who consume alcohol (%),0.8,na
103,Men age 15 years and above who consume alcohol (%),17.0,na
