,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),64.2,59.5
1,Population below age 15 years (%),23.6,29.1
2,"Sex ratio of the total population (females per 1,000 males)","1,038",952
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,072",886
4,Children under age 5 years whose birth was registered with the civil authority (%),96.9,92.3
5,Deaths in the last 3 years registered with the civil authority (%),89.2,na
6,Population living in households with electricity (%),98.9,97.9
7,Population living in households with an improved drinking-water source (%),94.7,97.8
8,Population living in households that use an improved sanitation facility(%),64.1,39.7
9,Households using clean fuel for cooking (%),76.2,46.7
10,Households using iodized salt (%),84.7,76.9
11,Households with any usual member covered under a health insurance/financing scheme (%),25.7,21.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),28.0,na
13,Women who are literate (%),64.4,na
14,Women with 10 or more years of schooling (%),39.9,26.9
15,Women age 20-24 years married before age 18 years (%),22.2,29.2
16,Births in the 5 years preceding the survey that are third or higher order (%),3.4,1.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.2,13.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.0,57.7
19,Any method (%),62.7,50.8
20,Any modern method (%),62.3,50.8
21,Female sterilization (%),56.6,49.6
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.7,0.7
24,Pill (%),1.2,0.2
25,Condom (%),2.6,0.2
26,Injectables (%),0.0,0.2
27,Total unmet need(%),5.6,9.3
28,Unmet need for spacing (%),2.9,6.0
29,Health worker ever talked to female non-users about family planning (%),33.5,23.1
30,Current users ever told about side effects of current method (%),54.8,31.8
31,Mothers who had an antenatal check-up in the first trimester (%),67.5,65.8
32,Mothers who had at least 4 antenatal care visits (%),56.4,80.1
33,Mothers whose last birth was protected against neonatal tetanus (%),90.5,83.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),28.7,44.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.0,26.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.1,89.6
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),86.6,44.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"12,348","4,413"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(7.4)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.2,na
41,Institutional births (%),95.7,86.0
42,Institutional births in public facility (%),76.8,66.8
43,Home births that were conducted by skilled health personnel (%),2.4,8.2
44,Births attended by skilled health personnel (%),96.0,93.1
45,Births delivered by caesarean section (%),29.1,22.5
46,Births in a private health facility that were delivered by caesarean section (%),75.8,54.0
47,Births in a public health facility that were delivered by caesarean section (%),19.1,18.2
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(71.5),71.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(79.2),77.8
50,Children age 12-23 months who have received BCG (%),(97.6),98.5
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(77.8),77.4
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(93.1),85.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(89.4),90.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(25.7),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(4.6),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(93.1),70.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.7,84.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(98.1),93.9
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.0),6.1
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.1,3.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
