,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),65.9,63.0
1,Population below age 15 years (%),21.7,23.4
2,"Sex ratio of the total population (females per 1,000 males)","1,067","1,023"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,110",788
4,Children under age 5 years whose birth was registered with the civil authority (%),97.6,95.1
5,Deaths in the last 3 years registered with the civil authority (%),86.4,na
6,Population living in households with electricity (%),99.9,98.0
7,Population living in households with an improved drinking-water source (%),98.1,98.6
8,Population living in households that use an improved sanitation facility(%),84.9,52.5
9,Households using clean fuel for cooking (%),89.4,47.3
10,Households using iodized salt (%),95.0,66.4
11,Households with any usual member covered under a health insurance/financing scheme (%),26.1,16.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.6,na
13,Women who are literate (%),76.3,na
14,Women with 10 or more years of schooling (%),48.0,39.1
15,Women age 20-24 years married before age 18 years (%),27.1,20.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.5,2.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.3,7.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.2,66.1
19,Any method (%),77.8,64.7
20,Any modern method (%),77.4,64.7
21,Female sterilization (%),69.4,64.1
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),3.4,0.4
24,Pill (%),1.6,0.2
25,Condom (%),1.8,0.0
26,Injectables (%),0.6,0.1
27,Total unmet need(%),3.8,8.7
28,Unmet need for spacing (%),2.6,3.5
29,Health worker ever talked to female non-users about family planning (%),49.7,33.2
30,Current users ever told about side effects of current method (%),79.5,31.7
31,Mothers who had an antenatal check-up in the first trimester (%),82.6,75.4
32,Mothers who had at least 4 antenatal care visits (%),90.5,92.7
33,Mothers whose last birth was protected against neonatal tetanus (%),94.7,90.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.8,47.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),19.7,38.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.2,99.3
37,days of delivery (%),91.2,64.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,324","4,722"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),90.5,na
41,Institutional births (%),99.0,92.0
42,Institutional births in public facility (%),83.0,67.2
43,Home births that were conducted by skilled health personnel (%),1.0,5.9
44,Births attended by skilled health personnel (%),97.5,89.4
45,Births delivered by caesarean section (%),38.2,25.3
46,Births in a private health facility that were delivered by caesarean section (%),(47.6),(51.0)
47,Births in a public health facility that were delivered by caesarean section (%),36.9,18.9
48,mother's recall (%),(76.6),(63.7)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(79.5),(73.7)
50,Children age 12-23 months who have received BCG (%),(87.9),(91.5)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(81.2),(83.8)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(83.8),(83.6)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(92.4),(73.3)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(36.4),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(10.4),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(83.8),(74.9)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.8,80.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(90.2)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(9.8)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.3,4.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.0,0.0
65,health provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),39.8,59.0
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(17.7),(8.1)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),18.1,(7.5)
72,Children under 5 years who are stunted (height-for-age) (%),31.3,37.7
73,Children under 5 years who are wasted (weight-for-height) (%),16.1,17.2
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.1,5.9
75,Children under 5 years who are underweight (weight-for-age) (%),25.2,28.5
76,Children under 5 years who are overweight (weight-for-height) (%),2.2,4.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.6,24.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),26.6,22.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),43.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),59.0,62.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),45.8,54.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(37.9),*
83,All women age 15-49 years who are anaemic (%),45.5,54.0
84,All women age 15-19 years who are anaemic (%),46.9,49.0
85,Blood sugar level - high (141-160 mg/dl)(%),4.8,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.9,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.1,na
