Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),73.0,69.3
Population below age 15 years (%),22.5,20.5
"Sex ratio of the total population (females per 1,000 males)","1,023",946
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,050",932
Children under age 5 years whose birth was registered with the civil authority (%),99.5,93.4
Deaths in the last 3 years registered with the civil authority (%),89.2,na
Population living in households with electricity (%),99.8,96.9
Population living in households with an improved drinking-water source (%),97.8,99.1
Population living in households that use an improved sanitation facility(%),63.1,43.4
Households using clean fuel for cooking (%),80.6,40.2
Households using iodized salt (%),96.4,74.6
Households with any usual member covered under a health insurance/financing scheme (%),35.3,46.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),27.2,na
Women who are literate (%),75.6,na
Women with 10 or more years of schooling (%),48.3,46.9
Women age 20-24 years married before age 18 years (%),20.7,20.2
Births in the 5 years preceding the survey that are third or higher order (%),0.4,2.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.8,8.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.5,58.1
Any method (%),72.8,64.1
Any modern method (%),72.5,63.9
Female sterilization (%),62.0,61.1
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),3.7,0.4
Pill (%),1.3,1.2
Condom (%),4.3,1.3
Injectables (%),0.2,0.0
Total unmet need(%),5.0,6.4
Unmet need for spacing (%),3.5,3.9
Health worker ever talked to female non-users about family planning (%),63.4,30.5
Current users ever told about side effects of current method (%),87.0,51.3
Mothers who had an antenatal check-up in the first trimester (%),66.3,70.0
Mothers who had at least 4 antenatal care visits (%),79.3,67.2
Mothers whose last birth was protected against neonatal tetanus (%),93.9,86.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),50.5,44.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),36.6,37.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,97.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.2,66.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,234","4,826"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),94.3,na
Institutional births (%),98.3,95.6
Institutional births in public facility (%),68.8,74.3
Home births that were conducted by skilled health personnel (%),1.2,1.6
Births attended by skilled health personnel (%),95.1,95.1
Births delivered by caesarean section (%),42.8,28.1
Births in a private health facility that were delivered by caesarean section (%),70.8,(58.7)
Births in a public health facility that were delivered by caesarean section (%),31.8,21.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(94.6),(48.7)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(97.2),(56.4)
Children age 12-23 months who have received BCG (%),(97.3),(95.9)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(97.3),(72.6)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(94.6),(74.2)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.3),(68.0)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(45.7),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(4.5),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(94.6),(36.1)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),93.5,79.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(97.5)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(2.5)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,2.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.5,2.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(67.2),*
Children under age 3 years breastfed within one hour of birth (%),54.2,59.4
Children under age 6 months exclusively breastfed (%),(66.0),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(16.8),(4.0)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),27.2,15.7
Children under 5 years who are stunted (height-for-age) (%),36.0,28.6
Children under 5 years who are wasted (weight-for-height) (%),17.9,31.8
Children under 5 years who are severely wasted (weight-for-height) (%),8.3,16.1
Children under 5 years who are underweight (weight-for-age) (%),32.4,29.9
Children under 5 years who are overweight (weight-for-height) (%),3.1,1.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.5,22.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),37.4,13.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),36.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.1,64.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),44.2,43.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(57.1),(40.0)
All women age 15-49 years who are anaemic (%),44.6,43.7
All women age 15-19 years who are anaemic (%),50.2,35.3
Women - Blood sugar level - high (141-160 mg/dl)(%),6.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.9,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.4,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.6,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.6,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),30.6,na
Ever undergone a screening test for cervical cancer (%),0.4,na
Ever undergone a breast examination for breast cancer (%),0.4,na
Ever undergone an oral cavity examination for oral cancer (%),0.4,na
Women age 15 years and above who use any kind of tobacco (%),14.2,na
Men age 15 years and above who use any kind of tobacco (%),36.9,na
Women age 15 years and above who consume alcohol (%),2.0,na
Men age 15 years and above who consume alcohol (%),21.2,na
