Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),83.6,78.3
Population below age 15 years (%),21.2,24.8
"Sex ratio of the total population (females per 1,000 males)","1,168","1,114"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,190","1,226"
Children under age 5 years whose birth was registered with the civil authority (%),97.2,97.9
Deaths in the last 3 years registered with the civil authority (%),92.0,na
Population living in households with electricity (%),98.7,96.9
Population living in households with an improved drinking-water source (%),89.2,84.3
Population living in households that use an improved sanitation facility(%),93.9,85.2
Households using clean fuel for cooking (%),78.3,47.9
Households using iodized salt (%),98.5,90.1
Households with any usual member covered under a health insurance/financing scheme (%),45.6,33.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(13.0),na
Women who are literate (%),88.5,na
Women with 10 or more years of schooling (%),58.9,50.7
Women age 20-24 years married before age 18 years (%),12.8,10.6
Births in the 5 years preceding the survey that are third or higher order (%),0.8,1.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.2,4.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.2,82.9
Any method (%),73.0,41.9
Any modern method (%),72.3,41.8
Female sterilization (%),53.7,39.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),6.3,1.3
Pill (%),2.8,0.2
Condom (%),5.6,0.7
Injectables (%),1.4,0.2
Total unmet need(%),5.6,14.4
Unmet need for spacing (%),2.2,6.3
Health worker ever talked to female non-users about family planning (%),42.0,27.6
Current users ever told about side effects of current method (%),70.8,(38.9)
Mothers who had an antenatal check-up in the first trimester (%),70.6,78.8
Mothers who had at least 4 antenatal care visits (%),74.4,82.6
Mothers whose last birth was protected against neonatal tetanus (%),95.5,82.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.8,37.6
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),30.2,27.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,97.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),93.3,66.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,830","5,980"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.9,na
Institutional births (%),98.4,96.9
Institutional births in public facility (%),73.3,71.0
Home births that were conducted by skilled health personnel (%),0.2,1.4
Births attended by skilled health personnel (%),94.1,95.5
Births delivered by caesarean section (%),33.3,24.5
Births in a private health facility that were delivered by caesarean section (%),43.0,39.4
Births in a public health facility that were delivered by caesarean section (%),30.6,20.2
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(90.6),68.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(96.5),(68.4)
Children age 12-23 months who have received BCG (%),(93.7),94.9
