Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),66.6,61.0
Population below age 15 years (%),26.6,32.5
"Sex ratio of the total population (females per 1,000 males)",979,944
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",994,"1,029"
Children under age 5 years whose birth was registered with the civil authority (%),96.6,96.7
Deaths in the last 3 years registered with the civil authority (%),95.1,na
Population living in households with electricity (%),99.2,95.3
Population living in households with an improved drinking-water source (%),96.8,93.5
Population living in households that use an improved sanitation facility(%),85.8,59.3
Households using clean fuel for cooking (%),67.2,38.5
Households using iodized salt (%),98.0,96.2
Households with any usual member covered under a health insurance/financing scheme (%),34.3,20.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.5,na
Women who are literate (%),75.6,na
Women with 10 or more years of schooling (%),24.1,16.9
Women age 20-24 years married before age 18 years (%),19.0,30.4
Births in the 5 years preceding the survey that are third or higher order (%),2.9,4.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.7,5.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),59.1,50.8
Any method (%),76.5,37.7
Any modern method (%),62.5,37.6
Female sterilization (%),34.4,31.3
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),3.9,2.0
Pill (%),3.3,1.4
Condom (%),19.5,2.9
Injectables (%),0.4,0.0
Total unmet need(%),7.8,17.9
Unmet need for spacing (%),3.9,8.9
Health worker ever talked to female non-users about family planning (%),36.1,15.6
Current users ever told about side effects of current method (%),85.8,45.0
Mothers who had an antenatal check-up in the first trimester (%),88.8,67.8
Mothers who had at least 4 antenatal care visits (%),84.2,62.2
Mothers whose last birth was protected against neonatal tetanus (%),88.8,95.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),74.3,38.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),54.9,10.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,92.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),93.9,64.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,793",779
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(4.2)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),91.3,na
Institutional births (%),97.4,82.7
Institutional births in public facility (%),45.3,38.3
Home births that were conducted by skilled health personnel (%),0.5,1.3
Births attended by skilled health personnel (%),97.6,83.0
