Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),64.8,61.4
Population below age 15 years (%),25.1,28.8
"Sex ratio of the total population (females per 1,000 males)",967,945
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",976,870
Children under age 5 years whose birth was registered with the civil authority (%),98.2,95.4
Deaths in the last 3 years registered with the civil authority (%),88.8,na
Population living in households with electricity (%),98.3,94.2
Population living in households with an improved drinking-water source (%),99.4,97.0
Population living in households that use an improved sanitation facility(%),73.1,55.5
Households using clean fuel for cooking (%),62.6,32.5
Households using iodized salt (%),98.1,97.5
Households with any usual member covered under a health insurance/financing scheme (%),50.2,25.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.5,na
Women who are literate (%),71.1,na
Women with 10 or more years of schooling (%),22.6,18.3
Women age 20-24 years married before age 18 years (%),35.4,35.0
Births in the 5 years preceding the survey that are third or higher order (%),2.1,2.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.3,9.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),56.9,55.9
Any method (%),65.6,41.9
Any modern method (%),52.9,40.4
Female sterilization (%),35.4,31.9
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),5.2,2.8
Pill (%),3.6,2.3
Condom (%),8.4,3.4
Injectables (%),0.1,0.0
Total unmet need(%),11.2,18.3
Unmet need for spacing (%),5.0,8.5
Health worker ever talked to female non-users about family planning (%),37.5,27.5
Current users ever told about side effects of current method (%),77.3,48.2
Mothers who had an antenatal check-up in the first trimester (%),86.2,61.6
Mothers who had at least 4 antenatal care visits (%),79.8,67.5
Mothers whose last birth was protected against neonatal tetanus (%),72.9,90.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),68.1,21.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),55.6,8.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,90.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),93.6,62.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),783,"1,756"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),92.0,na
Institutional births (%),98.6,92.0
Institutional births in public facility (%),25.2,29.7
Home births that were conducted by skilled health personnel (%),0.0,1.6
Births attended by skilled health personnel (%),97.1,94.0
Births delivered by caesarean section (%),18.9,15.6
Births in a private health facility that were delivered by caesarean section (%),20.9,20.0
Births in a public health facility that were delivered by caesarean section (%),14.3,10.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),81.0,(30.7)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),91.9,*
Children age 12-23 months who have received BCG (%),97.2,(72.5)
Children age 12-23 months who have received 3 doses of polio vaccine (%),82.5,(46.8)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.6,(46.7)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.6,(54.9)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),37.5,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),85.7,(21.7)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.6,72.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.6,(92.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.4,(4.9)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.8,14.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(55.6)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(21.6)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(65.6)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(84.4),(56.6)
Children under age 3 years breastfed within one hour of birth (%),41.4,41.4
Children under age 6 months exclusively breastfed (%),(35.9),(34.5)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),4.0,3.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),3.2,4.5
Children under 5 years who are stunted (height-for-age) (%),50.5,37.6
Children under 5 years who are wasted (weight-for-height) (%),20.9,24.5
Children under 5 years who are severely wasted (weight-for-height) (%),6.5,9.2
Children under 5 years who are underweight (weight-for-age) (%),42.3,38.4
Children under 5 years who are overweight (weight-for-height) (%),3.1,1.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),29.3,30.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.3,17.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),30.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.2,67.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.8,59.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(60.1),69.4
All women age 15-49 years who are anaemic (%),59.8,59.6
All women age 15-19 years who are anaemic (%),60.2,60.0
Women - Blood sugar level - high (141-160 mg/dl)(%),10.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),7.3,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),10.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.3,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.5,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.3,na
  Ever undergone a screening test for cervical cancer (%),0.0,na
  Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),6.9,na
Men age 15 years and above who use any kind of tobacco (%),38.9,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),2.1,na
