Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.3,74.5
Population below age 15 years (%),22.1,25.2
"Sex ratio of the total population (females per 1,000 males)",913,920
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",742,785
Children under age 5 years whose birth was registered with the civil authority (%),96.4,96.3
Deaths in the last 3 years registered with the civil authority (%),92.4,na
Population living in households with electricity (%),97.7,97.3
Population living in households with an improved drinking-water source (%),97.0,96.5
Population living in households that use an improved sanitation facility(%),72.1,65.7
Households using clean fuel for cooking (%),63.1,54.9
Households using iodized salt (%),91.5,95.6
Households with any usual member covered under a health insurance/financing scheme (%),40.7,30.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(5.5),na
Women who are literate (%),75.1,na
Women with 10 or more years of schooling (%),32.6,31.1
Women age 20-24 years married before age 18 years (%),32.3,32.6
Births in the 5 years preceding the survey that are third or higher order (%),3.1,2.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.5,6.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),44.5,61.7
Any method (%),46.3,49.0
Any modern method (%),41.8,45.4
Female sterilization (%),26.2,33.1
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),2.8,3.1
Pill (%),3.1,2.8
Condom (%),9.5,6.5
Injectables (%),0.1,0.0
Total unmet need(%),18.4,15.5
Unmet need for spacing (%),7.6,7.6
Health worker ever talked to female non-users about family planning (%),20.9,12.8
Current users ever told about side effects of current method (%),76.4,34.3
Mothers who had an antenatal check-up in the first trimester (%),59.7,80.4
Mothers who had at least 4 antenatal care visits (%),56.6,81.3
Mothers whose last birth was protected against neonatal tetanus (%),73.8,87.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.3,34.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),44.8,20.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.1,95.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.7,69.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,103","(1,820)"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.4,na
Institutional births (%),97.3,96.4
Institutional births in public facility (%),27.4,23.0
Home births that were conducted by skilled health personnel (%),0.9,0.3
Births attended by skilled health personnel (%),91.6,86.1
Births delivered by caesarean section (%),28.7,26.5
Births in a private health facility that were delivered by caesarean section (%),35.3,31.9
Births in a public health facility that were delivered by caesarean section (%),14.7,13.5
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(79.6),55.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.1),(65.1)
Children age 12-23 months who have received BCG (%),(92.6),100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),(81.9),63.4
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(85.1),88.0
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(85.1),83.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(16.7),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.6),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(80.1),27.9
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),83.6,72.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(84.3),89.5
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(15.7),10.5
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),14.6,5.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(69.6),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(27.3),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(62.3),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,0.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(60.9),*
Children under age 3 years breastfed within one hour of birth (%),32.8,54.0
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(0.0),5.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),0.0,4.6
Children under 5 years who are stunted (height-for-age) (%),31.0,40.5
Children under 5 years who are wasted (weight-for-height) (%),28.2,25.3
Children under 5 years who are severely wasted (weight-for-height) (%),12.0,11.6
Children under 5 years who are underweight (weight-for-age) (%),41.4,41.9
Children under 5 years who are overweight (weight-for-height) (%),1.5,1.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.4,26.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),24.3,22.7
Women who have high risk waist-to-hip ratio (≥0.85) (%),42.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),86.0,77.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),69.5,62.2
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(62.9),(56.9)
All women age 15-49 years who are anaemic (%),69.3,61.9
All women age 15-19 years who are anaemic (%),77.7,63.1
Women - Blood sugar level - high (141-160 mg/dl)(%),9.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),9.0,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),12.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),8.3,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.6,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.6,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.9,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.0,na
  Ever undergone a screening test for cervical cancer (%),0.3,na
  Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.4,na
Women age 15 years and above who use any kind of tobacco (%),7.7,na
Men age 15 years and above who use any kind of tobacco (%),36.9,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),3.2,na
