Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),82.7,82.9
Population below age 15 years (%),23.1,26.8
"Sex ratio of the total population (females per 1,000 males)",912,881
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",890,684
Children under age 5 years whose birth was registered with the civil authority (%),99.6,98.9
Deaths in the last 3 years registered with the civil authority (%),94.7,na
Population living in households with electricity (%),99.3,98.7
Population living in households with an improved drinking-water source (%),98.9,99.9
Population living in households that use an improved sanitation facility(%),82.0,79.0
Households using clean fuel for cooking (%),88.6,83.4
Households using iodized salt (%),96.7,97.9
Households with any usual member covered under a health insurance/financing scheme (%),31.6,19.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.7,na
Women who are literate (%),84.2,na
Women with 10 or more years of schooling (%),44.0,44.2
Women age 20-24 years married before age 18 years (%),13.1,16.6
Births in the 5 years preceding the survey that are third or higher order (%),1.8,0.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.4,4.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),78.2,79.5
Any method (%),78.7,48.9
Any modern method (%),65.6,48.0
Female sterilization (%),45.2,35.5
Male sterilization (%),0.2,0.0
IUD/PPIUD (%),2.7,3.5
Pill (%),2.0,1.1
Condom (%),14.3,7.9
Injectables (%),0.1,0.0
Total unmet need(%),5.7,19.2
Unmet need for spacing (%),1.4,5.7
Health worker ever talked to female non-users about family planning (%),39.8,23.5
Current users ever told about side effects of current method (%),83.6,36.5
Mothers who had an antenatal check-up in the first trimester (%),92.2,68.9
Mothers who had at least 4 antenatal care visits (%),93.4,71.6
Mothers whose last birth was protected against neonatal tetanus (%),95.3,89.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),73.1,35.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),52.7,14.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.4,77.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),96.7,69.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,342","1,248"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.3,na
Institutional births (%),97.7,92.7
Institutional births in public facility (%),41.1,31.7
Home births that were conducted by skilled health personnel (%),1.1,2.6
Births attended by skilled health personnel (%),98.8,95.3
Births delivered by caesarean section (%),25.0,23.3
Births in a private health facility that were delivered by caesarean section (%),34.1,31.2
Births in a public health facility that were delivered by caesarean section (%),14.0,13.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(92.8),(48.0)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(92.8),(76.0)
Children age 12-23 months who have received BCG (%),(100.0),(90.4)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(92.8),(62.9)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(92.8),(72.0)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.2),(72.8)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(37.5),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(0.0),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(92.8),(45.6)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),92.5,82.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(86.5),(79.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(13.5),(21.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.1,5.8
