Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),74.9,71.6
Population below age 15 years (%),20.8,22.6
"Sex ratio of the total population (females per 1,000 males)","1,000",941
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,045",803
Children under age 5 years whose birth was registered with the civil authority (%),99.1,99.3
Deaths in the last 3 years registered with the civil authority (%),94.4,na
Population living in households with electricity (%),99.8,99.5
Population living in households with an improved drinking-water source (%),96.2,94.1
Population living in households that use an improved sanitation facility(%),85.7,74.2
Households using clean fuel for cooking (%),76.9,48.4
Households using iodized salt (%),99.0,98.8
Households with any usual member covered under a health insurance/financing scheme (%),42.1,10.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(5.7),na
Women who are literate (%),84.3,na
Women with 10 or more years of schooling (%),35.9,33.4
Women age 20-24 years married before age 18 years (%),10.0,17.2
Births in the 5 years preceding the survey that are third or higher order (%),2.1,2.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.9,6.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),71.7,74.2
Any method (%),75.5,35.5
Any modern method (%),68.5,34.6
Female sterilization (%),34.5,24.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),11.3,4.0
Pill (%),5.1,1.3
Condom (%),17.1,4.8
Injectables (%),0.3,0.2
Total unmet need(%),7.7,17.8
Unmet need for spacing (%),3.2,9.0
Health worker ever talked to female non-users about family planning (%),59.1,11.6
Current users ever told about side effects of current method (%),81.0,50.5
Mothers who had an antenatal check-up in the first trimester (%),93.5,73.0
Mothers who had at least 4 antenatal care visits (%),92.1,56.9
Mothers whose last birth was protected against neonatal tetanus (%),96.4,97.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),56.5,43.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),37.0,26.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,94.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),97.6,66.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),685,"1,493"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.6,na
Institutional births (%),100.0,97.3
Institutional births in public facility (%),61.2,54.6
Home births that were conducted by skilled health personnel (%),0.0,2.1
Births attended by skilled health personnel (%),96.0,96.2
Births delivered by caesarean section (%),19.2,15.4
Births in a private health facility that were delivered by caesarean section (%),33.7,25.7
Births in a public health facility that were delivered by caesarean section (%),10.0,8.1
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(82.9),(68.8)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(82.2),(92.3)
Children age 12-23 months who have received BCG (%),(96.6),(91.4)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(82.9),(70.9)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(91.0),(91.4)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(96.6),(89.9)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(36.7),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(2.5),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(91.0),(37.7)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),96.9,94.7
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(97.4),(95.4)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(2.6),(4.6)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.6,8.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8,0.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(67.2),*
Children under age 3 years breastfed within one hour of birth (%),55.1,58.7
Children under age 6 months exclusively breastfed (%),(72.7),(52.2)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.3,0.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),14.5,0.0
Children under 5 years who are stunted (height-for-age) (%),18.2,22.6
Children under 5 years who are wasted (weight-for-height) (%),21.8,25.4
Children under 5 years who are severely wasted (weight-for-height) (%),14.2,10.6
Children under 5 years who are underweight (weight-for-age) (%),25.5,27.7
Children under 5 years who are overweight (weight-for-height) (%),3.9,2.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.8,14.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.8,24.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),39.8,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.9,70.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),47.4,59.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(54.9),(53.7)
All women age 15-49 years who are anaemic (%),47.6,59.2
All women age 15-19 years who are anaemic (%),52.4,63.8
Women - Blood sugar level - high (141-160 mg/dl)(%),9.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),11.6,na
Men - Blood sugar level - very high (>160 mg/dl) (%),7.2,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),15.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.2,na
  Ever undergone a screening test for cervical cancer (%),0.4,na
  Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.4,na
Women age 15 years and above who use any kind of tobacco (%),16.7,na
Men age 15 years and above who use any kind of tobacco (%),59.7,na
Women age 15 years and above who consume alcohol (%),0.3,na
Men age 15 years and above who consume alcohol (%),6.0,na
