Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),59.6,57.9
Population below age 15 years (%),35.6,38.4
"Sex ratio of the total population (females per 1,000 males)","1,047","1,104"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,013","1,036"
Children under age 5 years whose birth was registered with the civil authority (%),95.1,87.6
Deaths in the last 3 years registered with the civil authority (%),91.3,na
Population living in households with electricity (%),89.3,79.3
Population living in households with an improved drinking-water source (%),91.0,71.8
Population living in households that use an improved sanitation facility(%),35.9,20.6
Households using clean fuel for cooking (%),26.8,15.3
Households using iodized salt (%),93.4,93.5
Households with any usual member covered under a health insurance/financing scheme (%),40.3,23.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.1,na
Women who are literate (%),56.1,na
Women with 10 or more years of schooling (%),23.1,25.1
Women age 20-24 years married before age 18 years (%),29.9,32.8
Births in the 5 years preceding the survey that are third or higher order (%),4.0,5.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.4,9.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),45.1,34.6
Any method (%),70.8,31.0
Any modern method (%),55.6,30.6
Female sterilization (%),42.9,27.6
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.2,0.6
Pill (%),2.3,1.1
Condom (%),6.3,1.3
Injectables (%),0.0,0.0
Total unmet need(%),7.7,17.7
Unmet need for spacing (%),2.7,5.4
Health worker ever talked to female non-users about family planning (%),31.6,14.8
Current users ever told about side effects of current method (%),79.3,30.4
Mothers who had an antenatal check-up in the first trimester (%),75.2,48.8
Mothers who had at least 4 antenatal care visits (%),70.9,38.9
Mothers whose last birth was protected against neonatal tetanus (%),96.9,78.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),65.0,13.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),44.6,5.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.9,84.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87.2,57.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,516","1,236"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(3.1)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87.0,na
Institutional births (%),92.5,83.8
Institutional births in public facility (%),68.2,41.1
Home births that were conducted by skilled health personnel (%),1.3,0.8
Births attended by skilled health personnel (%),93.2,81.8
Births delivered by caesarean section (%),6.1,6.1
Births in a private health facility that were delivered by caesarean section (%),20.9,10.8
Births in a public health facility that were delivered by caesarean section (%),1.5,3.6
