Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),77.6,69.4
Population below age 15 years (%),22.3,25.1
"Sex ratio of the total population (females per 1,000 males)",924,931
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",766,"1,019"
Children under age 5 years whose birth was registered with the civil authority (%),100.0,96.0
Deaths in the last 3 years registered with the civil authority (%),96.7,na
Population living in households with electricity (%),97.8,94.5
Population living in households with an improved drinking-water source (%),99.7,99.8
Population living in households that use an improved sanitation facility(%),84.6,62.1
Households using clean fuel for cooking (%),76.9,52.2
Households using iodized salt (%),93.6,96.8
Households with any usual member covered under a health insurance/financing scheme (%),29.7,28.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.2,na
Women who are literate (%),81.8,na
Women with 10 or more years of schooling (%),37.9,26.3
Women age 20-24 years married before age 18 years (%),32.6,50.4
Births in the 5 years preceding the survey that are third or higher order (%),1.3,2.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.0,5.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.3,63.0
Any method (%),49.3,59.7
Any modern method (%),43.6,46.7
Female sterilization (%),25.5,35.7
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),2.1,1.6
Pill (%),2.6,3.4
Condom (%),13.2,5.9
Injectables (%),0.1,0.1
Total unmet need(%),18.5,14.0
Unmet need for spacing (%),6.6,4.7
Health worker ever talked to female non-users about family planning (%),16.9,28.3
Current users ever told about side effects of current method (%),59.8,69.9
Mothers who had an antenatal check-up in the first trimester (%),69.5,79.6
Mothers who had at least 4 antenatal care visits (%),71.0,88.5
Mothers whose last birth was protected against neonatal tetanus (%),86.7,94.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.1,44.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),22.6,27.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.2,93.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),88.2,72.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,445",980
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),89.0,na
Institutional births (%),97.8,92.3
Institutional births in public facility (%),39.5,37.4
Home births that were conducted by skilled health personnel (%),1.4,1.8
Births attended by skilled health personnel (%),89.3,94.1
Births delivered by caesarean section (%),32.7,22.1
Births in a private health facility that were delivered by caesarean section (%),39.6,31.2
Births in a public health facility that were delivered by caesarean section (%),24.3,13.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(77.7),(66.1)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(95.2),*
Children age 12-23 months who have received BCG (%),(94.2),(94.6)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(81.5),(72.0)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(90.4),(79.1)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(92.4),(81.2)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(30.1),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(3.8),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(90.4),(48.4)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.0,63.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(92.4),(94.6)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(7.6),(5.4)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),15.0,3.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(73.4),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(16.1),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.5),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.4,0.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(74.1),(86.0)
Children under age 3 years breastfed within one hour of birth (%),37.8,57.0
Children under age 6 months exclusively breastfed (%),*,(40.8)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),6.4,4.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),4.9,3.6
Children under 5 years who are stunted (height-for-age) (%),38.1,36.5
Children under 5 years who are wasted (weight-for-height) (%),30.6,29.0
Children under 5 years who are severely wasted (weight-for-height) (%),9.9,10.2
Children under 5 years who are underweight (weight-for-age) (%),44.6,42.7
Children under 5 years who are overweight (weight-for-height) (%),0.5,0.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.2,30.5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),29.5,22.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),43.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),81.2,73.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),69.2,66.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(57.4),*
All women age 15-49 years who are anaemic (%),68.8,65.8
All women age 15-19 years who are anaemic (%),72.8,64.4
Women - Blood sugar level - high (141-160 mg/dl)(%),8.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),8.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),8.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.7,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.6,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.8,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.3,na
  Ever undergone a screening test for cervical cancer (%),1.0,na
  Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.3,na
Women age 15 years and above who use any kind of tobacco (%),7.2,na
Men age 15 years and above who use any kind of tobacco (%),33.8,na
Women age 15 years and above who consume alcohol (%),0.1,na
Men age 15 years and above who consume alcohol (%),5.4,na
