,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),72.3,69.7
1,Population below age 15 years (%),23.2,28.8
2,"Sex ratio of the total population (females per 1,000 males)","1,331","1,259"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,444",986
4,Children under age 5 years whose birth was registered with the civil authority (%),91.1,75.8
5,Deaths in the last 3 years registered with the civil authority (%),68.5,na
6,Population living in households with electricity (%),99.9,97.4
7,Population living in households with an improved drinking-water source (%),93.3,82.7
8,Population living in households that use an improved sanitation facility(%),89.2,66.0
9,Households using clean fuel for cooking (%),35.9,26.6
10,Households using iodized salt (%),88.1,85.9
11,Households with any usual member covered under a health insurance/financing scheme (%),66.0,16.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),40.4,na
13,Women who are literate (%),86.3,na
14,Women with 10 or more years of schooling (%),48.0,41.1
15,Women age 20-24 years married before age 18 years (%),1.5,9.7
16,Births in the 5 years preceding the survey that are third or higher order (%),2.3,2.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.7,0.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),88.6,64.2
19,Any method (%),78.6,57.1
20,Any modern method (%),70.5,54.7
21,Female sterilization (%),37.9,37.4
22,Male sterilization (%),1.8,1.7
23,IUD/PPIUD (%),1.6,1.4
24,Pill (%),4.8,2.4
25,Condom (%),22.1,11.8
26,Injectables (%),0.5,0.0
27,Total unmet need(%),6.4,14.8
28,Unmet need for spacing (%),2.6,6.3
29,Health worker ever talked to female non-users about family planning (%),13.4,16.0
30,Current users ever told about side effects of current method (%),68.9,30.5
31,Mothers who had an antenatal check-up in the first trimester (%),52.3,57.7
32,Mothers who had at least 4 antenatal care visits (%),44.3,31.7
33,Mothers whose last birth was protected against neonatal tetanus (%),87.7,91.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.6,35.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),20.9,7.7
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,99.5
37,days of delivery (%),78.1,58.0
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,162","3,581"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(6.7),0.0
40,days of delivery (%),79.6,na
41,Institutional births (%),80.1,66.3
42,Institutional births in public facility (%),69.4,57.8
43,Home births that were conducted by skilled health personnel (%),6.2,3.3
44,Births attended by skilled health personnel (%),85.4,69.6
45,Births delivered by caesarean section (%),16.3,8.7
46,Births in a private health facility that were delivered by caesarean section (%),*,(40.7)
47,Births in a public health facility that were delivered by caesarean section (%),13.7,9.1
48,mother's recall (%),(85.1),60.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(96.3),(67.6)
50,Children age 12-23 months who have received BCG (%),(96.3),97.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(85.1),71.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(85.1),83.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(96.3),85.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(36.6),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(19.6),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(85.1),52.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),51.6,62.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),96.5
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),3.5
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,15.1
