Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),73.0,70.8
Population below age 15 years (%),25.0,28.9
"Sex ratio of the total population (females per 1,000 males)","1,242","1,169"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",958,879
Children under age 5 years whose birth was registered with the civil authority (%),97.7,78.6
Deaths in the last 3 years registered with the civil authority (%),86.1,na
Population living in households with electricity (%),99.5,99.1
Population living in households with an improved drinking-water source (%),93.9,85.2
Population living in households that use an improved sanitation facility(%),86.8,69.3
Households using clean fuel for cooking (%),35.1,32.5
Households using iodized salt (%),91.7,87.0
Households with any usual member covered under a health insurance/financing scheme (%),76.6,29.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),19.2,na
Women who are literate (%),86.1,na
Women with 10 or more years of schooling (%),56.4,52.1
Women age 20-24 years married before age 18 years (%),8.6,10.3
Births in the 5 years preceding the survey that are third or higher order (%),1.7,2.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.8,2.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),96.8,74.9
Any method (%),72.1,61.0
Any modern method (%),61.3,59.1
Female sterilization (%),47.6,46.6
Male sterilization (%),0.9,0.5
IUD/PPIUD (%),1.2,1.2
Pill (%),0.4,2.3
Condom (%),10.8,8.3
Injectables (%),0.0,0.3
Total unmet need(%),12.2,11.6
Unmet need for spacing (%),4.5,4.6
Health worker ever talked to female non-users about family planning (%),26.7,20.4
Current users ever told about side effects of current method (%),74.7,35.6
Mothers who had an antenatal check-up in the first trimester (%),74.2,55.5
Mothers who had at least 4 antenatal care visits (%),76.5,17.2
Mothers whose last birth was protected against neonatal tetanus (%),94.0,95.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.9,24.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),28.7,4.4
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,96.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),83.6,57.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,156","3,804"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),1.1
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.2,na
Institutional births (%),86.6,66.5
Institutional births in public facility (%),81.0,59.8
Home births that were conducted by skilled health personnel (%),3.8,1.0
Births attended by skilled health personnel (%),85.8,67.6
Births delivered by caesarean section (%),16.7,10.5
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),16.7,12.6
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),91.4,70.3
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),94.0,(68.9)
Children age 12-23 months who have received BCG (%),97.1,95.5
Children age 12-23 months who have received 3 doses of polio vaccine (%),91.4,76.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),95.7,85.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),95.5,87.2
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),32.7,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),43.6,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.7,58.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.9,49.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.6,95.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.2,14.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(69.9)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(19.1)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(69.5)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,2.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,80.8
Children under age 3 years breastfed within one hour of birth (%),54.4,52.9
Children under age 6 months exclusively breastfed (%),(59.0),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),13.2,10.7
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),10.8,9.6
Children under 5 years who are stunted (height-for-age) (%),25.2,29.9
Children under 5 years who are wasted (weight-for-height) (%),8.0,18.4
Children under 5 years who are severely wasted (weight-for-height) (%),2.4,7.5
Children under 5 years who are underweight (weight-for-age) (%),10.9,25.9
Children under 5 years who are overweight (weight-for-height) (%),4.2,3.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),8.8,14.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),25.3,12.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),43.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),52.4,58.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),40.7,37.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(35.4),(56.5)
All women age 15-49 years who are anaemic (%),40.6,38.4
All women age 15-19 years who are anaemic (%),43.1,29.5
Women - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.2,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),8.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.3,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.6,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),31.7,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),2.0,na
Men age 15 years and above who use any kind of tobacco (%),41.0,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),38.9,na
