Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),69.0,65.8
Population below age 15 years (%),25.0,29.7
"Sex ratio of the total population (females per 1,000 males)","1,024","1,031"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",869,825
Children under age 5 years whose birth was registered with the civil authority (%),94.1,67.9
Deaths in the last 3 years registered with the civil authority (%),81.1,na
Population living in households with electricity (%),99.6,93.4
Population living in households with an improved drinking-water source (%),96.1,73.0
Population living in households that use an improved sanitation facility(%),75.7,47.1
Households using clean fuel for cooking (%),32.6,28.2
Households using iodized salt (%),87.2,93.4
Households with any usual member covered under a health insurance/financing scheme (%),80.3,32.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.2,na
Women who are literate (%),80.1,na
Women with 10 or more years of schooling (%),53.6,40.2
Women age 20-24 years married before age 18 years (%),5.7,11.6
Births in the 5 years preceding the survey that are third or higher order (%),2.5,2.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.8,5.4
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),90.2,70.6
Any method (%),73.8,68.5
Any modern method (%),60.2,64.9
Female sterilization (%),42.3,50.1
Male sterilization (%),2.7,1.1
IUD/PPIUD (%),1.3,0.9
Pill (%),1.9,1.6
Condom (%),11.7,11.3
Injectables (%),0.5,0.0
Total unmet need(%),7.7,11.2
Unmet need for spacing (%),3.9,4.5
Health worker ever talked to female non-users about family planning (%),34.2,20.8
Current users ever told about side effects of current method (%),51.5,42.2
Mothers who had an antenatal check-up in the first trimester (%),77.1,43.8
Mothers who had at least 4 antenatal care visits (%),66.8,22.2
Mothers whose last birth was protected against neonatal tetanus (%),95.3,93.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.9,28.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),18.9,2.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,92.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.0,45.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,168","2,651"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),1.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),72.4,na
Institutional births (%),85.9,65.1
