Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),82.9,79.9
Population below age 15 years (%),23.1,24.1
"Sex ratio of the total population (females per 1,000 males)",915,936
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",823,832
Children under age 5 years whose birth was registered with the civil authority (%),95.6,87.4
Deaths in the last 3 years registered with the civil authority (%),73.7,na
Population living in households with electricity (%),99.7,99.5
Population living in households with an improved drinking-water source (%),99.0,99.8
Population living in households that use an improved sanitation facility(%),83.9,77.1
Households using clean fuel for cooking (%),88.8,84.9
Households using iodized salt (%),92.3,99.1
Households with any usual member covered under a health insurance/financing scheme (%),67.3,31.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),19.3,na
Women who are literate (%),85.8,na
Women with 10 or more years of schooling (%),62.6,60.3
Women age 20-24 years married before age 18 years (%),6.6,8.6
Births in the 5 years preceding the survey that are third or higher order (%),1.0,1.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.4,1.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.1,83.7
Any method (%),75.0,59.8
Any modern method (%),59.1,53.1
Female sterilization (%),19.2,23.5
Male sterilization (%),0.5,0.7
IUD/PPIUD (%),1.9,1.7
Pill (%),2.8,3.3
Condom (%),32.8,23.6
Injectables (%),1.0,0.3
Total unmet need(%),6.5,11.7
Unmet need for spacing (%),2.8,3.8
Health worker ever talked to female non-users about family planning (%),27.7,17.0
Current users ever told about side effects of current method (%),(66.4),53.0
Mothers who had an antenatal check-up in the first trimester (%),83.5,71.9
Mothers who had at least 4 antenatal care visits (%),75.3,47.1
Mothers whose last birth was protected against neonatal tetanus (%),98.4,97.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),57.7,29.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),33.2,10.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.0,94.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.4,68.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,277","2,126"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,6.3
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),84.2,na
Institutional births (%),91.7,83.7
Institutional births in public facility (%),49.4,49.5
Home births that were conducted by skilled health personnel (%),0.7,2.4
Births attended by skilled health personnel (%),92.7,85.2
Births delivered by caesarean section (%),25.9,16.6
Births in a private health facility that were delivered by caesarean section (%),34.5,34.8
Births in a public health facility that were delivered by caesarean section (%),22.8,9.4
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(76.0),60.7
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(83.0),73.3
Children age 12-23 months who have received BCG (%),(95.4),94.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),(76.0),68.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(87.8),85.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(86.2),87.5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(40.5),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(38.9),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(85.9),61.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),61.0,36.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(96.0),87.4
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(4.0),11.8
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.7,17.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,56.4
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,22.2
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,75.4
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,1.1
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,85.0
Children under age 3 years breastfed within one hour of birth (%),55.4,30.6
Children under age 6 months exclusively breastfed (%),(55.4),(69.0)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(55.6)
Breastfeeding children age 6-23 months receiving an adequate diet (%),(14.4),12.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),13.3,11.5
Children under 5 years who are stunted (height-for-age) (%),20.9,28.5
Children under 5 years who are wasted (weight-for-height) (%),10.1,30.1
Children under 5 years who are severely wasted (weight-for-height) (%),2.4,12.0
Children under 5 years who are underweight (weight-for-age) (%),19.1,30.7
Children under 5 years who are overweight (weight-for-height) (%),3.8,4.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.1,16.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),39.8,24.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),58.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),59.5,50.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),47.9,42.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,33.4
All women age 15-49 years who are anaemic (%),47.9,41.9
All women age 15-19 years who are anaemic (%),45.6,45.3
Women - Blood sugar level - high (141-160 mg/dl)(%),4.5,na
Women - Blood sugar level - very high (>160 mg/dl)(%),8.2,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.8,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),10.6,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),23.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.9,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),31.9,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),2.4,na
Men age 15 years and above who use any kind of tobacco (%),25.6,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),21.6,na
