,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),80.3,80.1
1,Population below age 15 years (%),25.8,28.8
2,"Sex ratio of the total population (females per 1,000 males)","1,014","1,005"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,136",854
4,Children under age 5 years whose birth was registered with the civil authority (%),91.7,78.2
5,Deaths in the last 3 years registered with the civil authority (%),79.9,na
6,Population living in households with electricity (%),99.1,98.7
7,Population living in households with an improved drinking-water source (%),93.0,96.7
8,Population living in households that use an improved sanitation facility(%),82.4,73.3
9,Households using clean fuel for cooking (%),71.6,62.8
10,Households using iodized salt (%),97.4,95.1
11,Households with any usual member covered under a health insurance/financing scheme (%),60.8,13.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),51.2,na
13,Women who are literate (%),83.9,na
14,Women with 10 or more years of schooling (%),55.2,52.2
15,Women age 20-24 years married before age 18 years (%),11.3,15.1
16,Births in the 5 years preceding the survey that are third or higher order (%),1.4,2.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.0,2.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),90.7,78.1
19,Any method (%),74.7,48.5
20,Any modern method (%),64.4,44.9
21,Female sterilization (%),26.7,22.0
22,Male sterilization (%),1.1,2.1
23,IUD/PPIUD (%),1.8,1.8
24,Pill (%),3.8,4.9
25,Condom (%),29.7,13.7
26,Injectables (%),0.1,0.3
27,Total unmet need(%),6.5,18.2
28,Unmet need for spacing (%),2.0,5.6
29,Health worker ever talked to female non-users about family planning (%),15.1,12.0
30,Current users ever told about side effects of current method (%),59.7,43.2
31,Mothers who had an antenatal check-up in the first trimester (%),70.0,65.7
32,Mothers who had at least 4 antenatal care visits (%),59.7,40.4
33,Mothers whose last birth was protected against neonatal tetanus (%),88.8,91.6
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),45.7,40.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),29.4,18.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.8,93.7
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),75.9,59.5
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,599","5,684"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),2.3
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),76.3,na
41,Institutional births (%),81.2,64.5
42,Institutional births in public facility (%),56.4,41.1
43,Home births that were conducted by skilled health personnel (%),4.9,10.2
44,Births attended by skilled health personnel (%),83.9,70.2
45,Births delivered by caesarean section (%),30.1,24.6
46,Births in a private health facility that were delivered by caesarean section (%),69.0,64.7
47,Births in a public health facility that were delivered by caesarean section (%),23.0,22.9
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),74.1,59.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),73.5,69.3
50,Children age 12-23 months who have received BCG (%),97.4,91.6
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),84.8,72.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.7,76.2
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),84.4,78.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),31.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),20.3,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.5,61.1
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),45.8,55.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.5,89.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.7,8.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.0,16.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,52.8
