Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),75.9,70.5
Population below age 15 years (%),27.6,31.2
"Sex ratio of the total population (females per 1,000 males)","1,112","1,154"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",926,991
Children under age 5 years whose birth was registered with the civil authority (%),94.6,83.7
Deaths in the last 3 years registered with the civil authority (%),77.7,na
Population living in households with electricity (%),99.6,93.0
Population living in households with an improved drinking-water source (%),95.4,90.0
Population living in households that use an improved sanitation facility(%),82.7,59.8
Households using clean fuel for cooking (%),39.8,30.4
Households using iodized salt (%),97.1,95.4
Households with any usual member covered under a health insurance/financing scheme (%),65.7,15.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),23.9,na
Women who are literate (%),83.8,na
Women with 10 or more years of schooling (%),51.0,38.3
Women age 20-24 years married before age 18 years (%),11.7,19.5
Births in the 5 years preceding the survey that are third or higher order (%),0.8,2.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.9,4.2
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),94.4,68.6
Any method (%),66.7,63.3
Any modern method (%),57.7,59.2
Female sterilization (%),38.0,44.2
Male sterilization (%),0.1,1.0
IUD/PPIUD (%),0.6,1.0
Pill (%),1.7,2.3
Condom (%),16.6,10.4
Injectables (%),0.1,0.3
Total unmet need(%),10.4,13.6
Unmet need for spacing (%),3.5,4.6
Health worker ever talked to female non-users about family planning (%),28.1,10.8
Current users ever told about side effects of current method (%),73.9,53.9
Mothers who had an antenatal check-up in the first trimester (%),72.3,43.7
Mothers who had at least 4 antenatal care visits (%),62.0,29.0
Mothers whose last birth was protected against neonatal tetanus (%),96.6,95.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),57.7,27.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),30.7,9.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,97.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),80.8,50.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,578","2,139"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(1.8),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),80.5,na
Institutional births (%),79.8,73.3
Institutional births in public facility (%),51.8,54.1
Home births that were conducted by skilled health personnel (%),5.6,2.7
Births attended by skilled health personnel (%),80.7,74.0
Births delivered by caesarean section (%),16.3,13.0
Births in a private health facility that were delivered by caesarean section (%),45.1,51.8
Births in a public health facility that were delivered by caesarean section (%),6.9,5.5
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),91.9,68.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),91.6,(76.4)
Children age 12-23 months who have received BCG (%),98.0,98.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),93.9,80.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),97.2,92.0
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),98.7,86.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),37.7,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),46.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),94.1,52.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),56.9,37.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.0,95.8
Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.0,4.2
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.2,15.2
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,43.1
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,19.6
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,64.3
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,7.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,67.9
Children under age 3 years breastfed within one hour of birth (%),46.3,32.9
Children under age 6 months exclusively breastfed (%),(57.2),(60.0)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),9.9,10.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),9.0,9.8
Children under 5 years who are stunted (height-for-age) (%),24.9,30.5
Children under 5 years who are wasted (weight-for-height) (%),12.4,17.4
Children under 5 years who are severely wasted (weight-for-height) (%),5.8,6.1
Children under 5 years who are underweight (weight-for-age) (%),15.3,21.2
Children under 5 years who are overweight (weight-for-height) (%),4.7,5.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.6,20.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.9,17.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),59.9,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),43.1,46.1
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),32.6,35.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(30.1),(33.5)
All women age 15-49 years who are anaemic (%),32.5,35.6
All women age 15-19 years who are anaemic (%),33.6,38.0
Women - Blood sugar level - high (141-160 mg/dl)(%),3.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
Men - Blood sugar level - high (141-160 mg/dl)(%),3.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.3,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.9,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.9,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),29.7,na
Ever undergone a screening test for cervical cancer (%),1.2,na
Ever undergone a breast examination for breast cancer (%),0.5,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),4.9,na
Men age 15 years and above who use any kind of tobacco (%),38.7,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),33.1,na
