Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),73.9,69.0
Population below age 15 years (%),31.0,31.9
"Sex ratio of the total population (females per 1,000 males)",946,929
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",985,921
Children under age 5 years whose birth was registered with the civil authority (%),88.0,69.9
Deaths in the last 3 years registered with the civil authority (%),67.1,na
Population living in households with electricity (%),99.7,97.9
Population living in households with an improved drinking-water source (%),99.6,99.8
Population living in households that use an improved sanitation facility(%),69.8,60.6
Households using clean fuel for cooking (%),61.5,46.2
Households using iodized salt (%),89.8,96.5
Households with any usual member covered under a health insurance/financing scheme (%),46.6,6.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),40.3,na
Women who are literate (%),73.7,na
Women with 10 or more years of schooling (%),40.3,29.1
Women age 20-24 years married before age 18 years (%),9.9,15.5
Births in the 5 years preceding the survey that are third or higher order (%),3.9,4.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.3,2.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.4,60.2
Any method (%),63.6,41.5
Any modern method (%),50.9,36.9
Female sterilization (%),12.8,12.3
Male sterilization (%),0.1,0.1
IUD/PPIUD (%),1.7,1.2
Pill (%),3.8,4.9
Condom (%),30.6,17.7
Injectables (%),0.5,0.5
Total unmet need(%),11.8,17.8
Unmet need for spacing (%),4.1,4.7
Health worker ever talked to female non-users about family planning (%),11.4,13.6
Current users ever told about side effects of current method (%),(52.2),39.5
Mothers who had an antenatal check-up in the first trimester (%),57.4,42.6
Mothers who had at least 4 antenatal care visits (%),48.5,24.2
Mothers whose last birth was protected against neonatal tetanus (%),89.7,87.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),38.2,19.1
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.8,3.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.2,89.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),74.2,52.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,786","2,191"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(1.8),4.2
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),76.6,na
Institutional births (%),79.8,62.8
Institutional births in public facility (%),37.9,23.8
Home births that were conducted by skilled health personnel (%),4.8,3.5
Births attended by skilled health personnel (%),83.2,63.6
Births delivered by caesarean section (%),22.1,13.0
Births in a private health facility that were delivered by caesarean section (%),37.3,27.2
Births in a public health facility that were delivered by caesarean section (%),17.0,10.1
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),76.5,55.3
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(93.7),68.6
Children age 12-23 months who have received BCG (%),92.6,88.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),84.1,63.6
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.2,75.0
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.4,71.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),36.1,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),23.2,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),80.7,60.6
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),50.8,32.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),87.6,88.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),9.1,8.1
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.4,18.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,63.8
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,46.2
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,83.5
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.9,6.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),77.8,86.6
Children under age 3 years breastfed within one hour of birth (%),30.6,20.9
Children under age 6 months exclusively breastfed (%),(42.4),51.1
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,47.1
Breastfeeding children age 6-23 months receiving an adequate diet (%),14.5,3.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,5.0
Total children age 6-23 months receiving an adequate diet (%),15.5,3.5
