Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),86.4,80.3
Population below age 15 years (%),19.3,23.0
"Sex ratio of the total population (females per 1,000 males)","1,008",957
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,000",709
Children under age 5 years whose birth was registered with the civil authority (%),95.9,97.8
Deaths in the last 3 years registered with the civil authority (%),68.4,na
Population living in households with electricity (%),99.4,99.0
Population living in households with an improved drinking-water source (%),93.6,98.3
Population living in households that use an improved sanitation facility(%),85.0,85.2
Households using clean fuel for cooking (%),87.6,70.7
Households using iodized salt (%),97.7,99.7
Households with any usual member covered under a health insurance/financing scheme (%),29.9,26.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(47.4),na
Women who are literate (%),90.1,na
Women with 10 or more years of schooling (%),53.2,43.4
Women age 20-24 years married before age 18 years (%),9.4,15.8
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.7,3.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.8,91.0
Any method (%),54.3,32.1
Any modern method (%),42.8,32.1
Female sterilization (%),14.7,12.7
Male sterilization (%),0.8,0.8
IUD/PPIUD (%),3.9,3.7
Pill (%),11.6,8.4
Condom (%),9.1,4.5
Injectables (%),1.6,2.1
Total unmet need(%),17.7,26.1
Unmet need for spacing (%),7.2,10.4
Health worker ever talked to female non-users about family planning (%),17.0,20.0
Current users ever told about side effects of current method (%),52.9,38.7
Mothers who had an antenatal check-up in the first trimester (%),53.4,69.1
Mothers who had at least 4 antenatal care visits (%),43.8,67.4
Mothers whose last birth was protected against neonatal tetanus (%),90.3,95.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.3,42.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.6,14.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.9,99.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),65.8,70.2
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"8,471","4,947"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.2,na
Institutional births (%),91.8,93.3
Institutional births in public facility (%),70.4,74.7
Home births that were conducted by skilled health personnel (%),3.9,3.2
Births attended by skilled health personnel (%),94.2,96.5
Births delivered by caesarean section (%),36.9,27.0
Births in a private health facility that were delivered by caesarean section (%),(52.0),47.8
Births in a public health facility that were delivered by caesarean section (%),36.6,24.2
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),*,79.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,93.6
Children age 12-23 months who have received BCG (%),*,98.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),*,87.0
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,89.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,90.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,79.8
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.2,88.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,89.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,10.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.5,2.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,0.3
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(63.4),(63.4)
Children under age 3 years breastfed within one hour of birth (%),27.1,61.3
Children under age 6 months exclusively breastfed (%),*,60.2
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(58.4)
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(21.8),26.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),(25.2),26.0
Children under 5 years who are stunted (height-for-age) (%),17.8,24.0
Children under 5 years who are wasted (weight-for-height) (%),14.3,11.9
Children under 5 years who are severely wasted (weight-for-height) (%),5.6,5.2
Children under 5 years who are underweight (weight-for-age) (%),13.0,11.2
Children under 5 years who are overweight (weight-for-height) (%),6.5,6.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),7.7,7.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),38.2,30.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),68.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),49.8,49.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),43.3,34.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,28.6
All women age 15-49 years who are anaemic (%),43.3,34.4
All women age 15-19 years who are anaemic (%),44.6,46.0
Women - Blood sugar level - high (141-160 mg/dl)(%),7.4,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.5,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),8.1,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.0,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.6,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),12.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),34.2,na
Ever undergone a screening test for cervical cancer (%),0.1,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),1.2,na
Women age 15 years and above who use any kind of tobacco (%),11.2,na
Men age 15 years and above who use any kind of tobacco (%),37.9,na
Women age 15 years and above who consume alcohol (%),14.5,na
Men age 15 years and above who consume alcohol (%),35.9,na
