,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),81.8,77.2
1,Population below age 15 years (%),19.2,24.1
2,"Sex ratio of the total population (females per 1,000 males)",959,933
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",685,801
4,Children under age 5 years whose birth was registered with the civil authority (%),97.6,98.5
5,Deaths in the last 3 years registered with the civil authority (%),83.1,na
6,Population living in households with electricity (%),98.8,99.5
7,Population living in households with an improved drinking-water source (%),89.9,94.6
8,Population living in households that use an improved sanitation facility(%),88.9,94.0
9,Households using clean fuel for cooking (%),69.8,41.4
10,Households using iodized salt (%),98.1,99.9
11,Households with any usual member covered under a health insurance/financing scheme (%),19.9,36.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(28.2),na
13,Women who are literate (%),85.7,na
14,Women with 10 or more years of schooling (%),43.9,35.4
15,Women age 20-24 years married before age 18 years (%),14.1,13.0
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.5
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.5,2.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.4,79.4
19,Any method (%),88.2,65.8
20,Any modern method (%),70.8,64.3
21,Female sterilization (%),8.0,22.1
22,Male sterilization (%),3.0,4.9
23,IUD/PPIUD (%),11.0,12.9
24,Pill (%),33.0,16.9
25,Condom (%),9.2,5.4
26,Injectables (%),1.8,2.0
27,Total unmet need(%),4.3,14.9
28,Unmet need for spacing (%),1.1,6.1
29,Health worker ever talked to female non-users about family planning (%),19.8,18.3
30,Current users ever told about side effects of current method (%),69.1,72.4
31,Mothers who had an antenatal check-up in the first trimester (%),75.8,81.2
32,Mothers who had at least 4 antenatal care visits (%),70.4,84.9
33,Mothers whose last birth was protected against neonatal tetanus (%),95.9,97.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.6,66.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),17.3,36.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.4,99.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),63.6,73.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,361","2,625"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),67.8,na
41,Institutional births (%),99.3,94.6
42,Institutional births in public facility (%),89.9,88.6
43,Home births that were conducted by skilled health personnel (%),0.0,1.1
44,Births attended by skilled health personnel (%),99.3,95.7
45,Births delivered by caesarean section (%),28.0,10.9
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),25.4,9.1
