,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),86.4,80.3
1,Population below age 15 years (%),19.3,23.0
2,"Sex ratio of the total population (females per 1,000 males)","1,008",957
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,000",709
4,Children under age 5 years whose birth was registered with the civil authority (%),95.9,97.8
5,Deaths in the last 3 years registered with the civil authority (%),68.4,na
6,Population living in households with electricity (%),99.4,99.0
7,Population living in households with an improved drinking-water source (%),93.6,98.3
8,Population living in households that use an improved sanitation facility(%),85.0,85.2
9,Households using clean fuel for cooking (%),87.6,70.7
10,Households using iodized salt (%),97.7,99.7
11,Households with any usual member covered under a health insurance/financing scheme (%),29.9,26.6
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(47.4),na
13,Women who are literate (%),90.1,na
14,Women with 10 or more years of schooling (%),53.2,43.4
15,Women age 20-24 years married before age 18 years (%),9.4,15.8
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.7,3.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.8,91.0
19,Any method (%),54.3,32.1
20,Any modern method (%),42.8,32.1
21,Female sterilization (%),14.7,12.7
22,Male sterilization (%),0.8,0.8
23,IUD/PPIUD (%),3.9,3.7
24,Pill (%),11.6,8.4
25,Condom (%),9.1,4.5
26,Injectables (%),1.6,2.1
27,Total unmet need(%),17.7,26.1
28,Unmet need for spacing (%),7.2,10.4
29,Health worker ever talked to female non-users about family planning (%),17.0,20.0
30,Current users ever told about side effects of current method (%),52.9,38.7
31,Mothers who had an antenatal check-up in the first trimester (%),53.4,69.1
32,Mothers who had at least 4 antenatal care visits (%),43.8,67.4
33,Mothers whose last birth was protected against neonatal tetanus (%),90.3,95.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),48.3,42.4
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.6,14.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.9,99.1
37,days of delivery (%),65.8,70.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"8,471","4,947"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
40,days of delivery (%),59.2,na
41,Institutional births (%),91.8,93.3
42,Institutional births in public facility (%),70.4,74.7
43,Home births that were conducted by skilled health personnel (%),3.9,3.2
44,Births attended by skilled health personnel (%),94.2,96.5
45,Births delivered by caesarean section (%),36.9,27.0
46,Births in a private health facility that were delivered by caesarean section (%),(52.0),47.8
47,Births in a public health facility that were delivered by caesarean section (%),36.6,24.2
48,mother's recall (%),*,79.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,93.6
50,Children age 12-23 months who have received BCG (%),*,98.9
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),*,87.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),*,89.6
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),*,90.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),*,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),*,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),*,79.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.2,88.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,89.7
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,10.3
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.5,2.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5,0.3
65,provider (%),(63.4),(63.4)
66,Children under age 3 years breastfed within one hour of birth (%),27.1,61.3
67,Children under age 6 months exclusively breastfed (%),*,60.2
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(58.4)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(21.8),26.0
