Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),87.2,82.5
Population below age 15 years (%),16.0,20.2
"Sex ratio of the total population (females per 1,000 males)",954,921
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",809,"1,020"
Children under age 5 years whose birth was registered with the civil authority (%),95.0,95.6
Deaths in the last 3 years registered with the civil authority (%),92.8,na
Population living in households with electricity (%),99.6,99.9
Population living in households with an improved drinking-water source (%),99.3,100.0
Population living in households that use an improved sanitation facility(%),60.9,48.4
Households using clean fuel for cooking (%),91.7,69.4
Households using iodized salt (%),98.6,98.5
Households with any usual member covered under a health insurance/financing scheme (%),21.1,26.1
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(20.1),na
Women who are literate (%),87.6,na
Women with 10 or more years of schooling (%),55.4,49.5
Women age 20-24 years married before age 18 years (%),16.7,13.4
Births in the 5 years preceding the survey that are third or higher order (%),0.7,3.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.9,4.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),97.5,91.1
Any method (%),84.7,70.0
Any modern method (%),71.7,57.5
Female sterilization (%),29.8,19.0
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.6,3.4
Pill (%),22.4,15.0
Condom (%),15.0,19.7
Injectables (%),0.7,0.5
Total unmet need(%),2.2,6.4
Unmet need for spacing (%),0.3,2.4
Health worker ever talked to female non-users about family planning (%),17.9,4.9
Current users ever told about side effects of current method (%),57.0,29.8
Mothers who had an antenatal check-up in the first trimester (%),74.2,75.7
Mothers who had at least 4 antenatal care visits (%),71.7,84.6
Mothers whose last birth was protected against neonatal tetanus (%),100.0,92.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),67.5,42.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),33.8,9.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.4,92.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.8,82.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,969","22,187"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
