Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),71.3,68.4
Population below age 15 years (%),30.2,32.9
"Sex ratio of the total population (females per 1,000 males)","1,062","1,019"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",942,881
Children under age 5 years whose birth was registered with the civil authority (%),95.9,93.0
Deaths in the last 3 years registered with the civil authority (%),72.4,na
Population living in households with electricity (%),98.1,95.6
Population living in households with an improved drinking-water source (%),99.0,92.1
Population living in households that use an improved sanitation facility(%),62.0,47.2
Households using clean fuel for cooking (%),29.6,15.8
Households using iodized salt (%),97.8,93.6
Households with any usual member covered under a health insurance/financing scheme (%),29.0,40.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.4,na
Women who are literate (%),72.3,na
Women with 10 or more years of schooling (%),30.0,19.2
Women age 20-24 years married before age 18 years (%),49.1,56.8
Births in the 5 years preceding the survey that are third or higher order (%),0.8,0.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),18.9,24.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),83.6,41.6
Any method (%),75.3,60.3
Any modern method (%),54.7,51.8
Female sterilization (%),23.3,25.4
Male sterilization (%),0.0,0.4
IUD/PPIUD (%),2.5,0.4
Pill (%),19.2,18.5
Condom (%),8.2,6.5
Injectables (%),0.3,0.0
Total unmet need(%),9.2,14.1
Unmet need for spacing (%),3.4,6.3
Health worker ever talked to female non-users about family planning (%),18.9,9.2
Current users ever told about side effects of current method (%),46.5,29.6
Mothers who had an antenatal check-up in the first trimester (%),77.8,42.5
Mothers who had at least 4 antenatal care visits (%),82.8,52.6
Mothers whose last birth was protected against neonatal tetanus (%),93.1,95.3
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.8,19.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),27.8,3.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,96.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),61.6,35.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,961","3,024"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(6.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),67.9,na
Institutional births (%),87.7,55.0
Institutional births in public facility (%),76.6,48.3
Home births that were conducted by skilled health personnel (%),1.8,6.6
Births attended by skilled health personnel (%),88.9,61.6
Births delivered by caesarean section (%),22.2,10.8
Births in a private health facility that were delivered by caesarean section (%),(89.0),(73.1)
Births in a public health facility that were delivered by caesarean section (%),16.1,12.2
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),87.2,69.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),93.1,79.8
Children age 12-23 months who have received BCG (%),100.0,94.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),90.2,77.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),94.1,86.9
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.8,86.4
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),45.7,na
