Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),78.3,77.0
Population below age 15 years (%),20.7,22.4
"Sex ratio of the total population (females per 1,000 males)","1,029",992
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,059","1,006"
Children under age 5 years whose birth was registered with the civil authority (%),98.4,98.7
Deaths in the last 3 years registered with the civil authority (%),92.0,na
Population living in households with electricity (%),98.2,96.4
Population living in households with an improved drinking-water source (%),90.8,71.8
Population living in households that use an improved sanitation facility(%),83.0,67.0
Households using clean fuel for cooking (%),68.8,56.3
Households using iodized salt (%),97.7,98.6
Households with any usual member covered under a health insurance/financing scheme (%),26.3,24.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.6,na
Women who are literate (%),77.0,na
Women with 10 or more years of schooling (%),41.3,32.2
Women age 20-24 years married before age 18 years (%),21.2,21.9
Births in the 5 years preceding the survey that are third or higher order (%),1.1,0.0
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.3,10.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.7,73.8
Any method (%),82.2,73.4
Any modern method (%),67.0,66.1
Female sterilization (%),32.6,39.0
Male sterilization (%),0.0,0.6
IUD/PPIUD (%),2.2,2.0
Pill (%),19.5,14.3
Condom (%),8.8,9.3
Injectables (%),1.4,0.4
Total unmet need(%),5.9,7.0
Unmet need for spacing (%),2.7,3.3
Health worker ever talked to female non-users about family planning (%),11.8,12.3
Current users ever told about side effects of current method (%),49.2,42.2
Mothers who had an antenatal check-up in the first trimester (%),85.0,81.2
Mothers who had at least 4 antenatal care visits (%),79.2,65.9
Mothers whose last birth was protected against neonatal tetanus (%),96.6,96.6
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),62.2,42.4
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),30.1,16.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),96.8,93.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.9,84.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,183","4,408"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.7,na
Institutional births (%),98.4,94.5
Institutional births in public facility (%),79.5,76.3
Home births that were conducted by skilled health personnel (%),0.9,0.5
Births attended by skilled health personnel (%),99.2,94.6
Births delivered by caesarean section (%),30.5,26.8
Births in a private health facility that were delivered by caesarean section (%),(84.6),(61.7)
Births in a public health facility that were delivered by caesarean section (%),18.4,20.4
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),94.2,(84.2)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),94.2,(93.3)
Children age 12-23 months who have received BCG (%),100.0,(95.4)
Children age 12-23 months who have received 3 doses of polio vaccine (%),95.9,(92.2)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),98.3,(91.7)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),100.0,(89.5)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),57.6,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.4,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),94.7,(87.4)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.2,55.5
Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.0,(91.1)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.7,(9.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.6,4.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.1,2.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(78.6),*
Indicators,(2019-20),(2015-16)
Children under age 3 years breastfed within one hour of birth (%),54.3,37.7
Children under age 6 months exclusively breastfed (%),(41.6),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),28.0,8.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),29.4,10.7
Children under 5 years who are stunted (height-for-age) (%),34.3,29.1
Children under 5 years who are wasted (weight-for-height) (%),20.6,11.3
Children under 5 years who are severely wasted (weight-for-height) (%),11.6,3.7
Children under 5 years who are underweight (weight-for-age) (%),31.6,25.7
Children under 5 years who are overweight (weight-for-height) (%),8.2,4.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.8,15.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),28.3,23.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),74.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.1,45.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.1,48.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
All women age 15-49 years who are anaemic (%),59.2,48.3
Women - All women age 15-19 years who are anaemic (%),60.1,53.7
Women - Blood sugar level - high (141-160 mg/dl)(%),7.0,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.2,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.0,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.1,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.2,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.7,na
