,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),75.7,73.7
1,Population below age 15 years (%),25.0,26.3
2,"Sex ratio of the total population (females per 1,000 males)","1,058","1,008"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",959,"1,073"
4,Children under age 5 years whose birth was registered with the civil authority (%),97.4,94.6
5,Deaths in the last 3 years registered with the civil authority (%),70.3,na
6,Population living in households with electricity (%),98.2,90.7
7,Population living in households with an improved drinking-water source (%),99.3,98.8
8,Population living in households that use an improved sanitation facility(%),75.7,53.3
9,Households using clean fuel for cooking (%),25.7,13.7
10,Households using iodized salt (%),97.6,89.4
11,Households with any usual member covered under a health insurance/financing scheme (%),36.0,44.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),27.8,na
13,Women who are literate (%),79.2,na
14,Women with 10 or more years of schooling (%),26.7,20.9
15,Women age 20-24 years married before age 18 years (%),46.7,41.8
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,1.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),27.3,23.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),83.5,46.1
19,Any method (%),81.7,65.7
20,Any modern method (%),67.7,60.8
21,Female sterilization (%),31.9,34.9
22,Male sterilization (%),0.3,0.4
23,IUD/PPIUD (%),2.1,1.8
24,Pill (%),24.0,21.0
25,Condom (%),6.4,2.6
26,Injectables (%),0.8,0.1
27,Total unmet need(%),4.6,9.6
28,Unmet need for spacing (%),2.3,4.1
29,Health worker ever talked to female non-users about family planning (%),18.3,20.6
30,Current users ever told about side effects of current method (%),49.7,55.9
31,Mothers who had an antenatal check-up in the first trimester (%),71.3,58.0
32,Mothers who had at least 4 antenatal care visits (%),77.3,74.4
33,Mothers whose last birth was protected against neonatal tetanus (%),96.6,94.4
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.8,20.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),28.3,10.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,97.4
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),71.9,68.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,499","6,268"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(7.8)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.7,na
41,Institutional births (%),93.0,81.2
42,Institutional births in public facility (%),81.3,68.9
43,Home births that were conducted by skilled health personnel (%),0.5,7.9
44,Births attended by skilled health personnel (%),92.5,88.7
45,Births delivered by caesarean section (%),23.9,18.6
46,Births in a private health facility that were delivered by caesarean section (%),(91.8),(77.1)
47,Births in a public health facility that were delivered by caesarean section (%),16.1,13.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),94.2,(76.6)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),97.1,(81.9)
50,Children age 12-23 months who have received BCG (%),98.5,(98.1)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),97.0,(82.7)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),94.2,(95.8)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.0,(95.8)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),50.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.1,(85.0)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),61.4,83.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,(93.8)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,(4.1)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,5.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.5,7.6
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(59.8),81.6
66,Children under age 3 years breastfed within one hour of birth (%),56.5,39.4
67,Children under age 6 months exclusively breastfed (%),(45.9),(57.6)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),23.5,15.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),23.2,17.7
72,Children under 5 years who are stunted (height-for-age) (%),28.7,32.9
73,Children under 5 years who are wasted (weight-for-height) (%),16.8,20.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.2,7.8
75,Children under 5 years who are underweight (weight-for-age) (%),22.5,29.3
76,Children under 5 years who are overweight (weight-for-height) (%),2.3,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.1,24.8
