Indicator,NFHS-5,NFHS-4
Population and Household Profile,Total,
Female population age 6 years and above who ever attended school (%),71.2,
Population below age 15 years (%),22.2,
"Sex ratio of the total population (females per 1,000 males)","1,067",
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",877,
Children under age 5 years whose birth was registered with the civil authority (%),99.6,
Deaths in the last 3 years registered with the civil authority (%),69.6,
Population living in households with electricity (%),96.8,
Population living in households with an improved drinking-water source (%),99.1,
Population living in households that use an improved sanitation facility(%),64.2,
Households using clean fuel for cooking (%),32.1,
Households using iodized salt (%),95.2,
Households with any usual member covered under a health insurance/financing scheme (%),37.2,
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),17.5,
Characteristics of Women (age 15-49 years),,
Women who are literate (%),73.2,
Women with 10 or more years of schooling (%),27.3,
Marriage and Fertility,,
Women age 20-24 years married before age 18 years (%),50.4,
Births in the 5 years preceding the survey that are third or higher order (%),0.0,
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),21.9,
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.4,
Current Use of Family Planning Methods (currently married women age 15–49 years),,
Any method (%),67.9,
Any modern method (%),58.5,
Female sterilization (%),37.2,
Male sterilization (%),0.0,
IUD/PPIUD (%),0.8,
Pill (%),15.9,
Condom (%),3.8,
Injectables (%),0.3,
Unmet Need for Family Planning (currently married women age 15–49 years),,
Total unmet need(%),8.6,
Unmet need for spacing (%),3.9,
Quality of Family Planning Services,,
Health worker ever talked to female non-users about family planning (%),16.0,
Current users ever told about side effects of current method (%),36.0,
"LHV = Lady health visitor, ANM = Auxiliary nurse midwife ( ) Based on 25-49 unweighted cases",,
* Percentage not shown; based on fewer than 25 unweighted cases,,
"small tank, bottled water, community RO plant.",,
"pit/composting toilet, which is not shared with any other household. This indicator does not denote access to toilet facility completely.",,
"altogether (limiting). Specifically, women are considered to have unmet need for spacing if they are:",,
become pregnant.,,
· Pregnant with a mistimed pregnancy.    · Postpartum amenorrhoeic for up to two years following a mistimed birth and not using contraception.,,
"Women are considered to have unmet need for limiting if they are:    · At risk of becoming pregnant, not using contraception, and want no (more) children.",,
· Pregnant with an unwanted pregnancy.    · Postpartum amenorrhoeic for up to two years following an unwanted birth and not using contraception.,,
need for spacing plus unmet need for limiting.,,
Maternal and Child Health,Total,
Maternity Care (for last birth in the 5 years before the survey),,
Mothers who had an antenatal check-up in the first trimester (%),72.5,
Mothers who had at least 4 antenatal care visits (%),80.5,
Mothers whose last birth was protected against neonatal tetanus (%),90.8,
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),68.3,
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),33.6,
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),65.2,
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,892",
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.0,
Delivery Care (for births in the 5 years before the survey),,
Institutional births (%),96.0,
Institutional births in public facility (%),70.3,
Home births that were conducted by skilled health personnel (%),2.0,
Births attended by skilled health personnel (%),94.3,
Births delivered by caesarean section (%),37.9,
Births in a private health facility that were delivered by caesarean section (%),88.4,
Births in a public health facility that were delivered by caesarean section (%),21.6,
Child Vaccinationsand Vitamin A Supplementation,,
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),97.2,
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),97.2,
Children age 12-23 months who have received BCG (%),100.0,
Children age 12-23 months who have received 3 doses of polio vaccine (%),97.2,
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),100.0,
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),100.0,
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),54.8,
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),96.3,
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),65.2,
Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.0,
Children age 12-23 months who received most of their vaccinations in a private health facility (%),5.0,
Treatment of Childhood Diseases (children under age 5 years),,
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.3,
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,
Women - Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.0,
Women - Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),56.6,
Women - last birth.  Doctor/nurse/LHV/ANM/midwife/other health personnel.,,
