Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),80.9,76.5
Population below age 15 years (%),25.5,26.7
"Sex ratio of the total population (females per 1,000 males)","1,055","1,036"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,099","1,066"
Children under age 5 years whose birth was registered with the civil authority (%),97.6,98.5
Deaths in the last 3 years registered with the civil authority (%),84.1,na
Population living in households with electricity (%),99.2,88.2
Population living in households with an improved drinking-water source (%),100.0,99.9
Population living in households that use an improved sanitation facility(%),70.1,53.9
Households using clean fuel for cooking (%),36.2,19.3
Households using iodized salt (%),94.1,94.6
Households with any usual member covered under a health insurance/financing scheme (%),36.7,25.3
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),21.4,na
Women who are literate (%),85.6,na
Women with 10 or more years of schooling (%),34.9,22.8
Women age 20-24 years married before age 18 years (%),41.9,48.8
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.1,19.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.3,49.3
Any method (%),82.9,68.6
Any modern method (%),67.9,60.4
Female sterilization (%),21.9,15.9
Male sterilization (%),0.1,0.2
IUD/PPIUD (%),2.8,1.8
Pill (%),34.8,34.5
Condom (%),5.4,7.7
Injectables (%),1.1,0.1
Total unmet need(%),3.7,7.3
Unmet need for spacing (%),1.7,3.0
Health worker ever talked to female non-users about family planning (%),17.7,16.6
Current users ever told about side effects of current method (%),54.5,64.4
Mothers who had an antenatal check-up in the first trimester (%),77.1,49.6
Mothers who had at least 4 antenatal care visits (%),87.5,75.6
Mothers whose last birth was protected against neonatal tetanus (%),96.4,96.0
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),67.2,23.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),32.7,3.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.6,97.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),67.0,50.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,142","3,840"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,5.1
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),70.8,na
Institutional births (%),91.0,52.2
Institutional births in public facility (%),77.7,35.8
Home births that were conducted by skilled health personnel (%),2.2,13.4
Births attended by skilled health personnel (%),93.2,67.2
Births delivered by caesarean section (%),26.6,16.9
Births in a private health facility that were delivered by caesarean section (%),(72.3),44.9
Births in a public health facility that were delivered by caesarean section (%),21.8,26.7
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),91.7,94.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),96.3,97.1
Children age 12-23 months who have received BCG (%),100.0,98.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),95.1,94.8
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),94.9,94.8
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.8,98.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),37.4,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),95.0,91.7
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),58.8,80.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,96.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,4.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,5.9
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,3.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(60.9),81.7
Children under age 3 years breastfed within one hour of birth (%),46.2,59.3
Children under age 6 months exclusively breastfed (%),(73.5),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),27.2,23.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),27.6,24.8
Children under 5 years who are stunted (height-for-age) (%),36.7,27.3
Children under 5 years who are wasted (weight-for-height) (%),21.2,20.1
Children under 5 years who are severely wasted (weight-for-height) (%),11.8,5.9
Children under 5 years who are underweight (weight-for-age) (%),32.2,27.8
Children under 5 years who are overweight (weight-for-height) (%),7.0,0.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.9,18.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.2,22.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),86.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.4,65.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.1,67.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(47.4),(50.3)
All women age 15-49 years who are anaemic (%),61.6,66.8
All women age 15-19 years who are anaemic (%),57.3,64.2
Women - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
Women - Blood sugar level - very high (>160 mg/dl)(%),8.2,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),10.1,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.3,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.5,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.5,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.0,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.1,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),6.3,na
Men age 15 years and above who use any kind of tobacco (%),49.8,na
Women age 15 years and above who consume alcohol (%),0.4,na
Men age 15 years and above who consume alcohol (%),16.5,na
