,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),63.6,53.6
1,Population below age 15 years (%),25.4,28.8
2,"Sex ratio of the total population (females per 1,000 males)","1,065",983
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",860,998
4,Children under age 5 years whose birth was registered with the civil authority (%),95.3,95.9
5,Deaths in the last 3 years registered with the civil authority (%),61.3,na
6,Population living in households with electricity (%),88.6,82.3
7,Population living in households with an improved drinking-water source (%),87.6,82.4
8,Population living in households that use an improved sanitation facility(%),29.2,12.1
9,Households using clean fuel for cooking (%),23.2,6.8
10,Households using iodized salt (%),89.7,93.9
11,Households with any usual member covered under a health insurance/financing scheme (%),35.6,27.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.6,na
13,Women who are literate (%),61.0,na
14,Women with 10 or more years of schooling (%),26.9,15.7
15,Women age 20-24 years married before age 18 years (%),37.0,43.7
16,Births in the 5 years preceding the survey that are third or higher order (%),0.9,1.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.0,21.7
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.7,48.6
19,Any method (%),51.0,69.0
20,Any modern method (%),41.3,50.5
21,Female sterilization (%),26.5,38.2
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),2.4,0.8
24,Pill (%),6.7,8.6
25,Condom (%),4.0,2.5
26,Injectables (%),0.5,0.0
27,Total unmet need(%),16.1,9.1
28,Unmet need for spacing (%),6.3,5.1
29,Health worker ever talked to female non-users about family planning (%),21.2,19.7
30,Current users ever told about side effects of current method (%),30.7,44.2
31,Mothers who had an antenatal check-up in the first trimester (%),59.1,52.5
32,Mothers who had at least 4 antenatal care visits (%),57.8,68.6
33,Mothers whose last birth was protected against neonatal tetanus (%),91.2,89.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),53.4,34.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),26.4,3.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.0,100.0
37,days of delivery (%),51.5,59.7
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,478","1,647"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(24.5),8.0
40,days of delivery (%),68.4,na
41,Institutional births (%),89.8,72.9
42,Institutional births in public facility (%),82.7,68.2
43,Home births that were conducted by skilled health personnel (%),2.6,7.5
44,Births attended by skilled health personnel (%),91.4,79.9
45,Births delivered by caesarean section (%),11.9,6.3
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),8.2,5.6
48,mother's recall (%),84.7,87.4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.0,94.6
50,Children age 12-23 months who have received BCG (%),96.6,96.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),88.2,89.8
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.6,93.5
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.2,93.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),52.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),3.3,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),93.1,92.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.0,80.2
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),90.9,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.2,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),9.0,6.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(72.8),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(35.6),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(76.0),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.0,2.0
65,health provider (%),66.7,(69.2)
66,Indicators,(2019-20),(2015-16)
67,Children under age 3 years breastfed within one hour of birth (%),62.5,59.4
68,Children under age 6 months exclusively breastfed (%),(60.9),(50.7)
69,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(61.9)
70,Breastfeeding children age 6-23 months receiving an adequate diet  (%),25.1,15.7
71,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
72,Total children age 6-23 months receiving an adequate diet  (%),24.6,18.6
73,Children under 5 years who are stunted (height-for-age) (%),36.9,45.5
74,Children under 5 years who are wasted (weight-for-height) (%),29.4,34.6
75,Children under 5 years who are severely wasted (weight-for-height) (%),7.9,11.3
76,Children under 5 years who are underweight (weight-for-age) (%),46.3,58.2
77,Children under 5 years who are overweight (weight-for-height) (%),1.0,1.1
78,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),33.7,47.5
79,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.6,4.7
80,Women who have high risk waist-to-hip ratio (≥0.85) (%),51.6,na
81,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.9,66.8
82,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),76.9,79.9
83,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(72.2),(80.7)
84,All women age 15-49 years who are anaemic (%),76.7,80.0
85,All women age 15-19 years who are anaemic (%),79.2,77.3
86,Blood sugar level - high (141-160 mg/dl)(%),10.1,na
87,Blood sugar level - very high (>160 mg/dl)(%),4.8,na
88,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.3,na
89,Blood sugar level - high (141-160 mg/dl)(%),10.8,na
90,Blood sugar level - very high (>160 mg/dl) (%),8.7,na
91,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.7,na
92,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.6,na
93,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
94,control blood pressure (%),17.5,na
95,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.6,na
96,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.9,na
97,control blood pressure (%),20.4,na
98,Ever undergone a screening test for cervical cancer (%),0.4,na
99,Ever undergone a breast examination for breast cancer (%),0.2,na
100,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
101,Women age 15 years and above who use any kind of tobacco (%),26.7,na
102,Men age 15 years and above who use any kind of tobacco (%),51.2,na
103,Women age 15 years and above who consume alcohol (%),1.1,na
104,Men age 15 years and above who consume alcohol (%),17.8,na
