Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),77.7,70.2
Population below age 15 years (%),23.4,24.1
"Sex ratio of the total population (females per 1,000 males)","1,106","1,023"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,067",903
Children under age 5 years whose birth was registered with the civil authority (%),97.7,96.2
Deaths in the last 3 years registered with the civil authority (%),80.2,na
Population living in households with electricity (%),96.5,94.8
Population living in households with an improved drinking-water source (%),99.7,100.0
Population living in households that use an improved sanitation facility(%),79.0,47.5
Households using clean fuel for cooking (%),28.7,12.6
Households using iodized salt (%),97.3,92.1
Households with any usual member covered under a health insurance/financing scheme (%),28.3,40.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),21.9,na
Women who are literate (%),74.3,na
Women with 10 or more years of schooling (%),30.5,21.7
Women age 20-24 years married before age 18 years (%),45.6,45.1
Births in the 5 years preceding the survey that are third or higher order (%),0.0,2.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),18.2,19.5
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),76.6,43.0
Any method (%),78.6,60.3
Any modern method (%),59.0,53.2
Female sterilization (%),26.6,21.0
Male sterilization (%),0.1,0.2
IUD/PPIUD (%),3.3,0.9
Pill (%),17.6,25.6
Condom (%),9.9,5.0
Injectables (%),1.0,0.3
Total unmet need(%),6.1,8.5
Unmet need for spacing (%),2.6,2.8
Health worker ever talked to female non-users about family planning (%),16.0,9.9
Current users ever told about side effects of current method (%),68.3,42.2
Mothers who had an antenatal check-up in the first trimester (%),70.9,51.8
Mothers who had at least 4 antenatal care visits (%),76.4,68.6
Mothers whose last birth was protected against neonatal tetanus (%),95.3,90.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),76.2,38.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),36.2,10.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,98.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),83.2,65.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,593","10,350"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(5.4)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.1,na
Institutional births (%),91.4,78.2
Institutional births in public facility (%),81.2,71.6
Home births that were conducted by skilled health personnel (%),3.1,4.5
Births attended by skilled health personnel (%),94.0,80.3
Births delivered by caesarean section (%),25.3,16.5
Births in a private health facility that were delivered by caesarean section (%),(93.4),*
