Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),82.4,83.7
Population below age 15 years (%),20.6,21.3
"Sex ratio of the total population (females per 1,000 males)","1,013",981
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",889,803
Children under age 5 years whose birth was registered with the civil authority (%),99.6,99.3
Deaths in the last 3 years registered with the civil authority (%),87.6,na
Population living in households with electricity (%),99.5,97.3
Population living in households with an improved drinking-water source (%),99.5,100.0
Population living in households that use an improved sanitation facility(%),80.4,70.3
Households using clean fuel for cooking (%),58.9,50.7
Households using iodized salt (%),98.9,97.3
Households with any usual member covered under a health insurance/financing scheme (%),30.7,35.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),26.3,na
Women who are literate (%),85.5,na
Women with 10 or more years of schooling (%),40.7,35.2
Women age 20-24 years married before age 18 years (%),33.6,36.5
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),11.5,18.7
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.6,65.9
Any method (%),78.8,73.0
Any modern method (%),61.0,50.7
Female sterilization (%),22.2,20.3
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),3.7,1.3
Pill (%),24.3,18.2
Condom (%),8.8,9.4
Injectables (%),1.8,0.2
Total unmet need(%),4.4,7.1
Unmet need for spacing (%),1.5,2.3
Health worker ever talked to female non-users about family planning (%),21.9,6.0
Current users ever told about side effects of current method (%),66.5,45.1
Mothers who had an antenatal check-up in the first trimester (%),72.7,52.0
Mothers who had at least 4 antenatal care visits (%),89.9,79.3
Mothers whose last birth was protected against neonatal tetanus (%),97.7,99.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),73.3,21.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),35.7,9.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.7,96.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87.8,58.3
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,809","4,344"
