Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),72.1,74.7
Population below age 15 years (%),23.4,25.2
"Sex ratio of the total population (females per 1,000 males)","1,089","1,050"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,005",862
Children under age 5 years whose birth was registered with the civil authority (%),99.3,96.5
Deaths in the last 3 years registered with the civil authority (%),78.8,na
Population living in households with electricity (%),95.4,96.5
Population living in households with an improved drinking-water source (%),95.5,96.9
Population living in households that use an improved sanitation facility(%),58.3,43.8
Households using clean fuel for cooking (%),17.5,13.9
Households using iodized salt (%),93.8,91.8
Households with any usual member covered under a health insurance/financing scheme (%),25.8,29.8
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),41.5,na
Women who are literate (%),70.9,na
Women with 10 or more years of schooling (%),26.2,24.3
Women age 20-24 years married before age 18 years (%),55.7,52.6
Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.9
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),25.0,15.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),67.3,47.2
Any method (%),60.7,73.8
Any modern method (%),55.6,62.0
Female sterilization (%),32.1,38.9
Male sterilization (%),0.4,0.0
IUD/PPIUD (%),1.4,0.7
Pill (%),18.0,20.3
Condom (%),3.1,2.0
Injectables (%),0.5,0.0
Total unmet need(%),11.5,4.8
Unmet need for spacing (%),5.7,3.1
Health worker ever talked to female non-users about family planning (%),23.5,15.5
Current users ever told about side effects of current method (%),49.3,61.6
Mothers who had an antenatal check-up in the first trimester (%),52.6,49.7
Mothers who had at least 4 antenatal care visits (%),63.1,84.0
Mothers whose last birth was protected against neonatal tetanus (%),96.2,96.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),64.3,26.0
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),31.9,1.7
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,98.2
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.7,74.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,388","2,837"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(4.6)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),80.9,na
Institutional births (%),87.6,77.7
Institutional births in public facility (%),72.0,61.8
Home births that were conducted by skilled health personnel (%),5.1,7.3
Births attended by skilled health personnel (%),95.1,84.6
Births delivered by caesarean section (%),23.1,21.1
Births in a private health facility that were delivered by caesarean section (%),(63.6),(71.7)
Births in a public health facility that were delivered by caesarean section (%),18.3,15.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),76.9,92.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.8,(92.3)
Children age 12-23 months who have received BCG (%),100.0,100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),80.1,96.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.7,98.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.3,96.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),40.6,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.0,82.3
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.3,81.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),93.3,98.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,2.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.3,5.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,1.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),72.1,(86.6)
Indicators,(2019-20),(2015-16)
Children under age 3 years breastfed within one hour of birth (%),67.9,48.1
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),20.9,32.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),21.8,31.8
Children under 5 years who are stunted (height-for-age) (%),31.1,29.4
Children under 5 years who are wasted (weight-for-height) (%),30.3,28.0
Children under 5 years who are severely wasted (weight-for-height) (%),9.6,9.1
Children under 5 years who are underweight (weight-for-age) (%),40.0,40.3
Children under 5 years who are overweight (weight-for-height) (%),1.7,2.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.9,29.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.1,15.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),64.5,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.0,53.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),82.0,67.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(62.9),(58.1)
All women age 15-49 years who are anaemic (%),81.5,67.0
Women - All women age 15-19 years who are anaemic (%),84.5,66.4
Women - Blood sugar level - high (141-160 mg/dl)(%),9.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),7.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.9,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.9,na
Men - Blood sugar level - very high (>160 mg/dl) (%),10.5,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.7,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.1,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.0,na
Ever undergone a screening test for cervical cancer (%),0.0,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),18.8,na
Men age 15 years and above who use any kind of tobacco (%),50.5,na
Women age 15 years and above who consume alcohol (%),1.5,na
Men age 15 years and above who consume alcohol (%),20.8,na
