Indicator,NFHS-5,NFHS-4
Population and Household Profile,Total,
Female population age 6 years and above who ever attended school (%),74.8,
Population below age 15 years (%),22.3,
"Sex ratio of the total population (females per 1,000 males)",977,
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",787,
Children under age 5 years whose birth was registered with the civil authority (%),97.7,
Deaths in the last 3 years registered with the civil authority (%),77.9,
Population living in households with electricity (%),97.0,
Population living in households with an improved drinking-water source (%),95.2,
Population living in households that use an improved sanitation facility(%),71.5,
Households using clean fuel for cooking (%),56.3,
Households using iodized salt (%),89.8,
Households with any usual member covered under a health insurance/financing scheme (%),21.8,
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),10.2,
Characteristics of Women (age 15-49 years),,
Women who are literate (%),73.5,
Women with 10 or more years of schooling (%),37.1,
Marriage and Fertility,,
Women age 20-24 years married before age 18 years (%),31.8,
Births in the 5 years preceding the survey that are third or higher order (%),2.1,
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),15.4,
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),84.4,
Current Use of Family Planning Methods (currently married women age 15–49 years),,
Any method (%),65.3,
Any modern method (%),54.0,
Female sterilization (%),28.2,
Male sterilization (%),0.0,
IUD/PPIUD (%),2.1,
Pill (%),13.4,
Condom (%),8.8,
Injectables (%),0.1,
Unmet Need for Family Planning (currently married women age 15–49 years),,
Total unmet need(%),12.0,
Unmet need for spacing (%),3.6,
Quality of Family Planning Services,,
Health worker ever talked to female non-users about family planning (%),13.7,
Current users ever told about side effects of current method (%),25.8,
"LHV = Lady health visitor, ANM = Auxiliary nurse midwife ( ) Based on 25-49 unweighted cases",,
* Percentage not shown; based on fewer than 25 unweighted cases,,
"small tank, bottled water, community RO plant.",,
"pit/composting toilet, which is not shared with any other household. This indicator does not denote access to toilet facility completely.",,
"altogether (limiting). Specifically, women are considered to have unmet need for spacing if they are:",,
become pregnant.,,
· Pregnant with a mistimed pregnancy.    · Postpartum amenorrhoeic for up to two years following a mistimed birth and not using contraception.,,
"Women are considered to have unmet need for limiting if they are:    · At risk of becoming pregnant, not using contraception, and want no (more) children.",,
· Pregnant with an unwanted pregnancy.    · Postpartum amenorrhoeic for up to two years following an unwanted birth and not using contraception.,,
need for spacing plus unmet need for limiting.,,
Maternal and Child Health,Total,
Maternity Care (for last birth in the 5 years before the survey),,
Mothers who had an antenatal check-up in the first trimester (%),70.3,
Mothers who had at least 4 antenatal care visits (%),70.4,
Mothers whose last birth was protected against neonatal tetanus (%),96.6,
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),57.0,
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),30.8,
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.5,
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),64.1,
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,020",
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),70.5,
Delivery Care (for births in the 5 years before the survey),,
Institutional births (%),89.8,
Institutional births in public facility (%),62.7,
Home births that were conducted by skilled health personnel (%),0.8,
Births attended by skilled health personnel (%),91.3,
Births delivered by caesarean section (%),34.3,
Births in a private health facility that were delivered by caesarean section (%),69.1,
Births in a public health facility that were delivered by caesarean section (%),24.8,
Child Vaccinationsand Vitamin A Supplementation,,
