,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),83.0,78.8
1,Population below age 15 years (%),23.9,24.7
2,"Sex ratio of the total population (females per 1,000 males)","1,031",991
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",777,998
4,Children under age 5 years whose birth was registered with the civil authority (%),99.3,99.0
5,Deaths in the last 3 years registered with the civil authority (%),86.2,na
6,Population living in households with electricity (%),99.0,97.9
7,Population living in households with an improved drinking-water source (%),87.8,99.8
8,Population living in households that use an improved sanitation facility(%),69.8,71.2
9,Households using clean fuel for cooking (%),17.0,10.9
10,Households using iodized salt (%),90.0,86.6
11,Households with any usual member covered under a health insurance/financing scheme (%),21.5,33.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),23.3,na
13,Women who are literate (%),77.0,na
14,Women with 10 or more years of schooling (%),30.9,28.6
15,Women age 20-24 years married before age 18 years (%),57.6,44.0
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),22.0,19.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),78.4,50.8
19,Any method (%),59.3,75.3
20,Any modern method (%),48.1,59.5
21,Female sterilization (%),16.4,19.7
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.2,0.8
24,Pill (%),26.2,33.4
25,Condom (%),3.5,4.6
26,Injectables (%),0.1,0.3
27,Total unmet need(%),12.3,6.0
28,Unmet need for spacing (%),4.1,2.1
29,Health worker ever talked to female non-users about family planning (%),20.6,7.3
30,Current users ever told about side effects of current method (%),50.0,27.5
31,Mothers who had an antenatal check-up in the first trimester (%),69.3,41.9
32,Mothers who had at least 4 antenatal care visits (%),56.8,79.3
33,Mothers whose last birth was protected against neonatal tetanus (%),87.1,98.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.6,29.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),32.9,5.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.8,97.5
37,days of delivery (%),48.5,60.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,390","19,721"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,1.7
40,days of delivery (%),58.1,na
41,Institutional births (%),91.5,74.1
42,Institutional births in public facility (%),71.5,45.0
43,Home births that were conducted by skilled health personnel (%),4.6,14.1
44,Births attended by skilled health personnel (%),94.6,87.8
45,Births delivered by caesarean section (%),36.1,28.7
46,Births in a private health facility that were delivered by caesarean section (%),76.0,57.2
47,Births in a public health facility that were delivered by caesarean section (%),29.3,26.9
48,mother's recall (%),88.4,(92.6)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(74.3),(97.3)
50,Children age 12-23 months who have received BCG (%),100.0,(97.5)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),90.6,(92.6)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.7,(95.1)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.7,(95.1)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),52.5,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),9.5,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.0,(95.1)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),83.7,82.1
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.0,(94.9)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,(5.1)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.9,7.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.8,3.2
65,health provider (%),72.5,(52.3)
66,Indicators,(2019-20),(2015-16)
67,Children under age 3 years breastfed within one hour of birth (%),59.4,28.1
68,Children under age 6 months exclusively breastfed (%),*,*
69,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
70,Breastfeeding children age 6-23 months receiving an adequate diet  (%),21.5,16.4
71,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
72,Total children age 6-23 months receiving an adequate diet  (%),20.9,17.4
73,Children under 5 years who are stunted (height-for-age) (%),25.8,29.9
74,Children under 5 years who are wasted (weight-for-height) (%),15.5,24.5
75,Children under 5 years who are severely wasted (weight-for-height) (%),3.0,5.7
76,Children under 5 years who are underweight (weight-for-age) (%),30.6,32.8
77,Children under 5 years who are overweight (weight-for-height) (%),3.1,1.0
78,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.5,19.4
79,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.4,20.9
80,Women who have high risk waist-to-hip ratio (≥0.85) (%),66.2,na
81,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.5,42.5
82,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),70.5,59.2
