Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),68.7,67.1
Population below age 15 years (%),22.6,24.9
"Sex ratio of the total population (females per 1,000 males)","1,053","1,002"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,002","1,145"
Children under age 5 years whose birth was registered with the civil authority (%),95.6,97.5
Deaths in the last 3 years registered with the civil authority (%),64.8,na
Population living in households with electricity (%),92.3,90.5
Population living in households with an improved drinking-water source (%),96.3,97.9
Population living in households that use an improved sanitation facility(%),49.2,32.0
Households using clean fuel for cooking (%),20.8,16.3
Households using iodized salt (%),86.8,88.8
Households with any usual member covered under a health insurance/financing scheme (%),43.4,48.6
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),13.1,na
Women who are literate (%),68.3,na
Women with 10 or more years of schooling (%),27.9,23.2
Women age 20-24 years married before age 18 years (%),45.7,39.0
Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),16.0,16.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.0,47.8
Any method (%),56.7,76.3
Any modern method (%),51.9,69.0
Female sterilization (%),26.6,42.8
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),1.4,0.0
Pill (%),19.8,22.9
Condom (%),3.7,3.2
Injectables (%),0.0,0.0
Total unmet need(%),12.0,5.7
Unmet need for spacing (%),4.7,2.7
Health worker ever talked to female non-users about family planning (%),12.4,16.5
Current users ever told about side effects of current method (%),43.6,50.3
Mothers who had an antenatal check-up in the first trimester (%),74.7,65.8
Mothers who had at least 4 antenatal care visits (%),75.7,89.5
Mothers whose last birth was protected against neonatal tetanus (%),89.5,96.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),60.5,46.7
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),23.3,16.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,97.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),67.2,61.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,274","4,980"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(3.4)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),76.5,na
Institutional births (%),93.3,85.6
Institutional births in public facility (%),83.3,71.5
Home births that were conducted by skilled health personnel (%),4.7,3.1
Births attended by skilled health personnel (%),93.8,87.9
Births delivered by caesarean section (%),22.7,18.0
Births in a private health facility that were delivered by caesarean section (%),*,(58.8)
Births in a public health facility that were delivered by caesarean section (%),20.9,13.5
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(85.0),96.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(94.6),(98.1)
Children age 12-23 months who have received BCG (%),(97.8),100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),(94.1),98.0
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(93.7),100.0
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(93.5),98.2
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(32.5),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(6.4),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(74.6),92.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),73.4,86.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),12.7,5.1
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(87.3),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(44.5),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(67.3),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.3,2.9
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),71.1,(85.5)
Children under age 3 years breastfed within one hour of birth (%),47.6,54.1
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),26.2,23.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),23.8,23.0
Children under 5 years who are stunted (height-for-age) (%),30.3,34.0
Children under 5 years who are wasted (weight-for-height) (%),26.0,27.0
Children under 5 years who are severely wasted (weight-for-height) (%),8.3,7.8
Children under 5 years who are underweight (weight-for-age) (%),38.8,39.8
Children under 5 years who are overweight (weight-for-height) (%),1.9,1.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),28.0,33.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.0,9.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),56.0,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.1,47.3
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),77.3,66.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(71.3),(66.7)
All women age 15-49 years who are anaemic (%),77.0,66.9
All women age 15-19 years who are anaemic (%),80.3,71.9
Women - Blood sugar level - high (141-160 mg/dl)(%),8.1,na
Women - Blood sugar level - very high (>160 mg/dl)(%),7.1,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.2,na
Men - Blood sugar level - high (141-160 mg/dl)(%),11.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),10.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),23.8,na
