Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),77.6,73.7
Population below age 15 years (%),21.5,23.4
"Sex ratio of the total population (females per 1,000 males)","1,071","1,015"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",982,812
Children under age 5 years whose birth was registered with the civil authority (%),98.6,98.0
Deaths in the last 3 years registered with the civil authority (%),81.3,na
Population living in households with electricity (%),98.2,96.4
Population living in households with an improved drinking-water source (%),98.2,99.8
Population living in households that use an improved sanitation facility(%),78.4,70.4
Households using clean fuel for cooking (%),34.2,28.2
Households using iodized salt (%),96.0,95.8
Households with any usual member covered under a health insurance/financing scheme (%),23.0,38.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(29.1),na
Women who are literate (%),76.2,na
Women with 10 or more years of schooling (%),28.3,24.6
Women age 20-24 years married before age 18 years (%),39.9,43.1
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.8
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),15.1,21.9
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),83.4,68.7
Any method (%),59.9,74.3
Any modern method (%),49.3,52.5
Female sterilization (%),26.8,33.5
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),3.8,0.7
Pill (%),10.5,14.5
Condom (%),6.9,3.4
Injectables (%),0.9,0.3
Total unmet need(%),12.9,7.0
Unmet need for spacing (%),5.9,2.7
Health worker ever talked to female non-users about family planning (%),20.9,16.3
Current users ever told about side effects of current method (%),61.6,53.3
Mothers who had an antenatal check-up in the first trimester (%),61.1,68.3
Mothers who had at least 4 antenatal care visits (%),71.2,91.6
Mothers whose last birth was protected against neonatal tetanus (%),95.7,98.7
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),57.9,36.3
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),23.8,8.5
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.4,98.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.4,60.6
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,776","3,184"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),89.9,na
Institutional births (%),97.7,93.1
Institutional births in public facility (%),54.2,69.6
Home births that were conducted by skilled health personnel (%),0.0,0.4
Births attended by skilled health personnel (%),98.6,90.8
Births delivered by caesarean section (%),58.2,33.9
Births in a private health facility that were delivered by caesarean section (%),93.4,86.6
Births in a public health facility that were delivered by caesarean section (%),32.4,19.4
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(89.9),93.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.8),100.0
