Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),79.1,75.5
Population below age 15 years (%),32.1,33.4
"Sex ratio of the total population (females per 1,000 males)","1,055","1,016"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,070","1,081"
Children under age 5 years whose birth was registered with the civil authority (%),96.8,93.7
Deaths in the last 3 years registered with the civil authority (%),74.3,na
Population living in households with electricity (%),89.5,78.5
Population living in households with an improved drinking-water source (%),94.6,98.0
Population living in households that use an improved sanitation facility(%),62.3,42.0
Households using clean fuel for cooking (%),37.6,18.0
Households using iodized salt (%),97.0,99.3
Households with any usual member covered under a health insurance/financing scheme (%),62.5,25.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
Women who are literate (%),78.7,na
Women with 10 or more years of schooling (%),24.5,22.6
Women age 20-24 years married before age 18 years (%),39.1,46.0
Births in the 5 years preceding the survey that are third or higher order (%),1.7,1.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),11.6,20.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.1,50.0
Any method (%),70.6,51.1
Any modern method (%),56.7,36.7
Female sterilization (%),6.0,11.0
Male sterilization (%),0.1,0.4
IUD/PPIUD (%),3.8,1.7
Pill (%),39.6,20.9
Condom (%),5.5,2.4
Injectables (%),1.0,0.0
Total unmet need(%),6.5,14.1
Unmet need for spacing (%),1.9,5.8
Health worker ever talked to female non-users about family planning (%),27.0,16.2
Current users ever told about side effects of current method (%),66.4,40.4
Mothers who had an antenatal check-up in the first trimester (%),64.0,48.9
Mothers who had at least 4 antenatal care visits (%),42.0,43.1
Mothers whose last birth was protected against neonatal tetanus (%),94.8,94.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),53.4,37.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),18.4,8.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.7,92.8
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),67.9,53.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,379","2,988"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(4.8),1.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.6,na
Institutional births (%),88.3,72.2
Institutional births in public facility (%),82.8,64.8
Home births that were conducted by skilled health personnel (%),1.7,1.4
Births attended by skilled health personnel (%),90.0,72.9
Births delivered by caesarean section (%),12.3,12.6
Births in a private health facility that were delivered by caesarean section (%),*,(74.0)
Births in a public health facility that were delivered by caesarean section (%),10.8,11.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),73.4,44.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),82.9,(67.3)
Children age 12-23 months who have received BCG (%),91.3,92.2
Children age 12-23 months who have received 3 doses of polio vaccine (%),77.0,49.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.9,67.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.0,79.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),9.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),60.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.0,47.5
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),60.2,47.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.6,96.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,1.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.4,6.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(44.0)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(10.0)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(37.5)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.9,3.4
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),51.6,41.3
Children under age 3 years breastfed within one hour of birth (%),62.2,66.2
Children under age 6 months exclusively breastfed (%),(65.0),69.4
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.6,6.2
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),8.6,6.8
Children under 5 years who are stunted (height-for-age) (%),43.2,38.4
Children under 5 years who are wasted (weight-for-height) (%),16.1,10.3
Children under 5 years who are severely wasted (weight-for-height) (%),7.5,0.9
Children under 5 years who are underweight (weight-for-age) (%),30.5,25.8
Children under 5 years who are overweight (weight-for-height) (%),4.3,1.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.0,28.1
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.2,11.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),74.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),53.3,38.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),64.9,41.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(48.0),47.8
All women age 15-49 years who are anaemic (%),64.2,41.4
All women age 15-19 years who are anaemic (%),71.8,42.1
Women - Blood sugar level - high (141-160 mg/dl)(%),5.5,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.3,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),4.7,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.5,na
  Ever undergone a screening test for cervical cancer (%),0.2,na
  Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),29.9,na
Men age 15 years and above who use any kind of tobacco (%),56.9,na
Women age 15 years and above who consume alcohol (%),1.9,na
Men age 15 years and above who consume alcohol (%),15.6,na
