Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),70.6,68.9
Population below age 15 years (%),27.2,29.9
"Sex ratio of the total population (females per 1,000 males)","1,087",981
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,255",898
Children under age 5 years whose birth was registered with the civil authority (%),96.1,95.4
Deaths in the last 3 years registered with the civil authority (%),51.2,na
Population living in households with electricity (%),95.5,85.7
Population living in households with an improved drinking-water source (%),82.3,82.5
Population living in households that use an improved sanitation facility(%),73.8,55.7
Households using clean fuel for cooking (%),34.0,14.1
Households using iodized salt (%),99.3,99.7
Households with any usual member covered under a health insurance/financing scheme (%),70.6,2.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),1.7,na
Women who are literate (%),70.0,na
Women with 10 or more years of schooling (%),23.8,21.2
Women age 20-24 years married before age 18 years (%),32.0,28.6
Births in the 5 years preceding the survey that are third or higher order (%),1.1,1.1
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.7,10.8
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),61.8,52.8
Any method (%),50.2,63.9
Any modern method (%),36.2,46.8
Female sterilization (%),6.4,9.6
Male sterilization (%),0.3,0.5
IUD/PPIUD (%),2.0,2.8
Pill (%),23.9,32.3
Condom (%),3.0,1.4
Injectables (%),0.2,0.4
Total unmet need(%),14.6,8.5
Unmet need for spacing (%),6.4,3.7
Health worker ever talked to female non-users about family planning (%),14.6,20.9
Current users ever told about side effects of current method (%),47.2,52.1
Mothers who had an antenatal check-up in the first trimester (%),50.1,45.2
Mothers who had at least 4 antenatal care visits (%),49.8,37.0
Mothers whose last birth was protected against neonatal tetanus (%),91.0,94.4
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),44.2,29.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),25.7,0.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,98.6
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),53.1,61.7
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"6,731","3,657"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),62.9,na
Institutional births (%),86.2,72.2
Institutional births in public facility (%),78.5,65.2
Home births that were conducted by skilled health personnel (%),1.9,3.2
Births attended by skilled health personnel (%),87.9,76.4
Births delivered by caesarean section (%),14.4,8.1
Births in a private health facility that were delivered by caesarean section (%),*,(50.6)
Births in a public health facility that were delivered by caesarean section (%),10.8,7.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(38.3),52.8
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(52.0),*
Children age 12-23 months who have received BCG (%),(78.6),90.6
Children age 12-23 months who have received 3 doses of polio vaccine (%),(48.6),59.1
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(68.0),79.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(75.9),82.0
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(20.9),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(52.2),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(65.7),58.0
