,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),75.2,68.8
1,Population below age 15 years (%),29.5,29.9
2,"Sex ratio of the total population (females per 1,000 males)","1,025","1,009"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,003",863
4,Children under age 5 years whose birth was registered with the civil authority (%),97.1,95.7
5,Deaths in the last 3 years registered with the civil authority (%),69.5,na
6,Population living in households with electricity (%),93.9,75.1
7,Population living in households with an improved drinking-water source (%),87.3,77.0
8,Population living in households that use an improved sanitation facility(%),72.2,41.0
9,Households using clean fuel for cooking (%),43.3,18.3
10,Households using iodized salt (%),99.6,99.6
11,Households with any usual member covered under a health insurance/financing scheme (%),50.2,7.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.4,na
13,Women who are literate (%),73.7,na
14,Women with 10 or more years of schooling (%),27.5,21.6
15,Women age 20-24 years married before age 18 years (%),36.2,40.9
16,Births in the 5 years preceding the survey that are third or higher order (%),0.9,0.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),11.3,12.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.3,46.1
19,Any method (%),72.3,56.7
20,Any modern method (%),58.0,36.0
21,Female sterilization (%),6.0,2.8
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),4.1,3.6
24,Pill (%),44.0,27.1
25,Condom (%),3.2,1.8
26,Injectables (%),0.5,0.3
27,Total unmet need(%),10.0,11.6
28,Unmet need for spacing (%),3.7,5.3
29,Health worker ever talked to female non-users about family planning (%),18.7,16.4
30,Current users ever told about side effects of current method (%),51.3,50.0
31,Mothers who had an antenatal check-up in the first trimester (%),67.0,46.7
32,Mothers who had at least 4 antenatal care visits (%),36.9,39.1
33,Mothers whose last birth was protected against neonatal tetanus (%),95.8,86.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),61.1,26.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),26.4,1.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.4,97.7
37,days of delivery (%),68.3,57.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,780","3,924"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(1.9),4.3
40,days of delivery (%),65.5,na
41,Institutional births (%),81.9,66.7
42,Institutional births in public facility (%),76.8,61.4
43,Home births that were conducted by skilled health personnel (%),0.9,6.1
44,Births attended by skilled health personnel (%),82.0,72.7
45,Births delivered by caesarean section (%),12.0,9.4
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),12.2,11.9
48,mother's recall (%),51.1,42.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),52.6,(54.7)
50,Children age 12-23 months who have received BCG (%),95.3,82.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),59.9,48.9
