Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),82.1,80.6
Population below age 15 years (%),32.3,34.4
"Sex ratio of the total population (females per 1,000 males)","1,000",986
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",885,952
Children under age 5 years whose birth was registered with the civil authority (%),98.2,98.1
Deaths in the last 3 years registered with the civil authority (%),72.6,na
Population living in households with electricity (%),87.1,72.7
Population living in households with an improved drinking-water source (%),62.3,62.5
Population living in households that use an improved sanitation facility(%),61.5,39.9
Households using clean fuel for cooking (%),39.6,22.5
Households using iodized salt (%),98.7,99.6
Households with any usual member covered under a health insurance/financing scheme (%),64.4,5.0
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.1,na
Women who are literate (%),80.7,na
Women with 10 or more years of schooling (%),19.6,19.4
Women age 20-24 years married before age 18 years (%),27.7,31.0
Births in the 5 years preceding the survey that are third or higher order (%),2.3,3.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.9,7.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),59.8,26.2
Any method (%),64.3,52.1
Any modern method (%),54.9,34.3
Female sterilization (%),6.1,5.6
Male sterilization (%),0.5,0.0
IUD/PPIUD (%),2.3,1.4
Pill (%),34.0,22.0
Condom (%),9.5,3.9
Injectables (%),1.9,0.0
Total unmet need(%),8.6,14.6
Unmet need for spacing (%),4.2,7.5
Health worker ever talked to female non-users about family planning (%),31.0,26.1
Current users ever told about side effects of current method (%),84.5,65.0
Mothers who had an antenatal check-up in the first trimester (%),54.8,47.3
Mothers who had at least 4 antenatal care visits (%),42.8,37.1
Mothers whose last birth was protected against neonatal tetanus (%),94.2,96.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),39.9,18.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.4,6.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,97.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),63.9,36.1
