Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),77.0,73.4
Population below age 15 years (%),28.9,32.1
"Sex ratio of the total population (females per 1,000 males)",998,951
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",881,895
Children under age 5 years whose birth was registered with the civil authority (%),95.2,94.3
Deaths in the last 3 years registered with the civil authority (%),69.1,na
Population living in households with electricity (%),97.0,89.0
Population living in households with an improved drinking-water source (%),95.3,75.6
Population living in households that use an improved sanitation facility(%),72.5,46.7
Households using clean fuel for cooking (%),49.8,27.2
Households using iodized salt (%),98.3,99.9
Households with any usual member covered under a health insurance/financing scheme (%),57.6,9.2
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.7,na
Women who are literate (%),75.8,na
Women with 10 or more years of schooling (%),28.6,23.6
Women age 20-24 years married before age 18 years (%),41.7,41.5
Births in the 5 years preceding the survey that are third or higher order (%),0.9,0.5
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),15.4,22.3
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),69.0,51.1
Any method (%),57.6,59.4
Any modern method (%),45.3,38.9
Female sterilization (%),5.9,3.8
Male sterilization (%),0.1,0.0
IUD/PPIUD (%),2.6,1.5
Pill (%),30.6,31.2
Condom (%),4.8,2.3
Injectables (%),0.5,0.0
Total unmet need(%),16.1,9.9
Unmet need for spacing (%),5.1,4.5
Health worker ever talked to female non-users about family planning (%),23.4,17.5
Current users ever told about side effects of current method (%),65.1,60.4
Mothers who had an antenatal check-up in the first trimester (%),65.1,54.6
Mothers who had at least 4 antenatal care visits (%),33.9,24.2
Mothers whose last birth was protected against neonatal tetanus (%),91.8,87.9
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.7,35.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),22.3,7.8
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.5,97.9
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),57.0,47.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,778","3,004"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(2.4),0.0
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),63.3,na
Institutional births (%),84.5,67.0
Institutional births in public facility (%),74.9,56.8
Home births that were conducted by skilled health personnel (%),4.9,3.7
Births attended by skilled health personnel (%),89.1,70.4
Births delivered by caesarean section (%),15.2,11.7
Births in a private health facility that were delivered by caesarean section (%),(78.7),(74.0)
Births in a public health facility that were delivered by caesarean section (%),10.2,7.3
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),67.9,42.4
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),73.2,(64.6)
Children age 12-23 months who have received BCG (%),94.1,84.7
Children age 12-23 months who have received 3 doses of polio vaccine (%),74.7,45.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.4,70.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),84.2,79.9
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),17.0,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),40.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),71.3,42.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),65.0,55.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.8,96.6
Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.2,3.4
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.4,1.4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,0.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),46.6,(14.1)
Children under age 3 years breastfed within one hour of birth (%),46.7,70.0
Children under age 6 months exclusively breastfed (%),*,(68.3)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),17.0,14.4
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),16.5,13.7
Children under 5 years who are stunted (height-for-age) (%),46.2,39.1
Children under 5 years who are wasted (weight-for-height) (%),20.2,23.6
Children under 5 years who are severely wasted (weight-for-height) (%),7.4,12.7
Children under 5 years who are underweight (weight-for-age) (%),35.3,32.9
Children under 5 years who are overweight (weight-for-height) (%),8.8,6.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.1,19.2
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.9,13.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),66.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),77.2,34.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),71.4,48.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(51.2),39.9
All women age 15-49 years who are anaemic (%),70.6,48.0
All women age 15-19 years who are anaemic (%),73.8,47.6
Women - Blood sugar level - high (141-160 mg/dl)(%),7.6,na
