,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),79.4,76.1
1,Population below age 15 years (%),25.6,27.8
2,"Sex ratio of the total population (females per 1,000 males)",997,"1,002"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",701,961
4,Children under age 5 years whose birth was registered with the civil authority (%),91.4,94.4
5,Deaths in the last 3 years registered with the civil authority (%),52.4,na
6,Population living in households with electricity (%),94.8,90.2
7,Population living in households with an improved drinking-water source (%),92.1,94.2
8,Population living in households that use an improved sanitation facility(%),68.7,55.0
9,Households using clean fuel for cooking (%),57.4,37.3
10,Households using iodized salt (%),98.2,98.9
11,Households with any usual member covered under a health insurance/financing scheme (%),47.0,6.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(6.5),na
13,Women who are literate (%),79.6,na
14,Women with 10 or more years of schooling (%),39.2,31.8
15,Women age 20-24 years married before age 18 years (%),21.9,31.0
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),15.7,9.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),62.1,54.8
19,Any method (%),38.7,35.9
20,Any modern method (%),32.3,29.6
21,Female sterilization (%),8.0,7.6
22,Male sterilization (%),0.0,0.2
23,IUD/PPIUD (%),3.4,2.4
24,Pill (%),15.8,17.7
25,Condom (%),4.8,1.5
26,Injectables (%),0.3,0.0
27,Total unmet need(%),17.6,19.6
28,Unmet need for spacing (%),7.7,5.9
29,Health worker ever talked to female non-users about family planning (%),17.1,14.6
30,Current users ever told about side effects of current method (%),58.9,52.1
31,Mothers who had an antenatal check-up in the first trimester (%),57.0,49.0
32,Mothers who had at least 4 antenatal care visits (%),46.9,40.4
33,Mothers whose last birth was protected against neonatal tetanus (%),85.9,80.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),42.5,23.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),24.3,7.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.5,96.7
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),61.4,61.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"8,654","4,763"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),(4.1)
