Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),87.5,87.3
Population below age 15 years (%),20.0,22.1
"Sex ratio of the total population (females per 1,000 males)",946,964
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",986,751
Children under age 5 years whose birth was registered with the civil authority (%),95.2,97.6
Deaths in the last 3 years registered with the civil authority (%),(77.4),na
Population living in households with electricity (%),99.2,95.5
Population living in households with an improved drinking-water source (%),87.2,83.2
Population living in households that use an improved sanitation facility(%),65.2,65.3
Households using clean fuel for cooking (%),85.1,79.0
Households using iodized salt (%),99.7,99.9
Households with any usual member covered under a health insurance/financing scheme (%),45.5,16.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(2.6),na
Women who are literate (%),86.0,na
Women with 10 or more years of schooling (%),49.1,48.2
Women age 20-24 years married before age 18 years (%),21.9,21.7
Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.3
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.1,7.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),86.3,77.4
Any method (%),56.8,46.3
Any modern method (%),41.5,36.0
Female sterilization (%),13.4,12.2
Male sterilization (%),0.0,0.0
IUD/PPIUD (%),4.5,4.4
Pill (%),16.8,14.4
Condom (%),6.6,5.0
Injectables (%),0.0,0.0
Total unmet need(%),8.8,17.8
Unmet need for spacing (%),2.5,6.9
Health worker ever talked to female non-users about family planning (%),16.6,11.8
Current users ever told about side effects of current method (%),50.3,47.9
Mothers who had an antenatal check-up in the first trimester (%),77.6,64.9
Mothers who had at least 4 antenatal care visits (%),68.9,56.6
Mothers whose last birth was protected against neonatal tetanus (%),96.3,85.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.7,45.8
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),16.9,16.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,90.1
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.6,71.4
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"8,275","5,093"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.9,na
Institutional births (%),89.1,92.9
Institutional births in public facility (%),55.7,56.7
Home births that were conducted by skilled health personnel (%),2.2,0.0
Births attended by skilled health personnel (%),90.1,92.4
Births delivered by caesarean section (%),38.0,40.6
Births in a private health facility that were delivered by caesarean section (%),65.8,64.8
Births in a public health facility that were delivered by caesarean section (%),28.7,30.3
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(53.6),(72.8)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(69.0),(86.5)
Children age 12-23 months who have received BCG (%),(90.6),(93.7)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(59.1),(78.4)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(77.0),(85.5)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(74.7),(91.5)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(11.1),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(50.9),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(71.2),(64.1)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),54.9,75.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(78.9),(59.2)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(19.2),(40.8)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.2,6.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
