Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),83.2,80.4
Population below age 15 years (%),28.1,29.8
"Sex ratio of the total population (females per 1,000 males)",983,"1,044"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",985,"1,010"
Children under age 5 years whose birth was registered with the civil authority (%),98.7,92.9
Deaths in the last 3 years registered with the civil authority (%),67.1,na
Population living in households with electricity (%),97.2,76.0
Population living in households with an improved drinking-water source (%),81.2,74.1
Population living in households that use an improved sanitation facility(%),74.2,49.3
Households using clean fuel for cooking (%),36.1,18.9
Households using iodized salt (%),99.9,99.9
Households with any usual member covered under a health insurance/financing scheme (%),67.0,9.5
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(11.0),na
Women who are literate (%),83.9,na
Women with 10 or more years of schooling (%),42.1,40.4
Women age 20-24 years married before age 18 years (%),36.3,24.9
Births in the 5 years preceding the survey that are third or higher order (%),1.1,2.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.2,13.1
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.7,52.4
Any method (%),67.1,49.1
Any modern method (%),43.6,36.0
Female sterilization (%),10.8,10.2
Male sterilization (%),0.0,0.1
IUD/PPIUD (%),3.0,1.8
Pill (%),23.5,22.5
Condom (%),5.9,1.3
Injectables (%),0.1,0.0
Total unmet need(%),9.8,20.1
Unmet need for spacing (%),4.5,9.2
Health worker ever talked to female non-users about family planning (%),30.8,24.7
Current users ever told about side effects of current method (%),80.3,70.9
Mothers who had an antenatal check-up in the first trimester (%),61.0,68.8
Mothers who had at least 4 antenatal care visits (%),51.7,59.0
Mothers whose last birth was protected against neonatal tetanus (%),97.3,94.5
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),42.2,43.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),14.9,5.2
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,97.5
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),67.7,67.8
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,098","4,537"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.5)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77.0,na
Institutional births (%),96.2,82.7
Institutional births in public facility (%),91.6,77.7
Home births that were conducted by skilled health personnel (%),1.0,3.0
Births attended by skilled health personnel (%),96.8,85.8
Births delivered by caesarean section (%),22.7,14.2
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),19.9,13.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),69.0,54.0
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),72.4,(78.0)
Children age 12-23 months who have received BCG (%),94.5,89.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),74.3,57.9
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.7,80.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.3,78.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),16.9,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),53.3,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.6,58.5
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),65.0,56.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.7,1.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.9,0.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),48.0,(71.0)
Children under age 3 years breastfed within one hour of birth (%),59.0,75.6
Children under age 6 months exclusively breastfed (%),(80.9),(63.0)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.2,13.1
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),7.9,12.0
Children under 5 years who are stunted (height-for-age) (%),38.5,29.3
Children under 5 years who are wasted (weight-for-height) (%),18.2,11.2
