,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),77.6,80.8
1,Population below age 15 years (%),24.3,25.2
2,"Sex ratio of the total population (females per 1,000 males)","1,002","1,016"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,145","1,017"
4,Children under age 5 years whose birth was registered with the civil authority (%),90.9,95.8
5,Deaths in the last 3 years registered with the civil authority (%),55.2,na
6,Population living in households with electricity (%),96.4,88.7
7,Population living in households with an improved drinking-water source (%),93.7,94.4
8,Population living in households that use an improved sanitation facility(%),73.1,62.8
9,Households using clean fuel for cooking (%),33.1,15.7
10,Households using iodized salt (%),98.7,100.0
11,Households with any usual member covered under a health insurance/financing scheme (%),69.3,9.5
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.1,na
13,Women who are literate (%),75.1,na
14,Women with 10 or more years of schooling (%),27.9,28.4
15,Women age 20-24 years married before age 18 years (%),20.7,27.7
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.6
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.5,13.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),70.6,49.2
19,Any method (%),61.6,46.0
20,Any modern method (%),35.7,32.0
21,Female sterilization (%),13.2,8.4
22,Male sterilization (%),0.0,0.1
23,IUD/PPIUD (%),3.1,3.1
24,Pill (%),13.0,18.0
25,Condom (%),5.6,2.2
26,Injectables (%),0.2,0.0
27,Total unmet need(%),10.9,16.3
28,Unmet need for spacing (%),4.7,6.6
29,Health worker ever talked to female non-users about family planning (%),25.3,26.4
30,Current users ever told about side effects of current method (%),63.3,66.4
31,Mothers who had an antenatal check-up in the first trimester (%),76.1,52.9
32,Mothers who had at least 4 antenatal care visits (%),65.7,62.5
33,Mothers whose last birth was protected against neonatal tetanus (%),97.7,94.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),63.7,44.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),26.2,5.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,99.3
37,days of delivery (%),73.5,78.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,186","2,449"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.7)
40,days of delivery (%),83.5,na
41,Institutional births (%),90.4,88.4
42,Institutional births in public facility (%),81.4,75.4
43,Home births that were conducted by skilled health personnel (%),2.2,1.5
44,Births attended by skilled health personnel (%),92.1,89.6
45,Births delivered by caesarean section (%),22.6,11.2
46,Births in a private health facility that were delivered by caesarean section (%),*,(55.6)
47,Births in a public health facility that were delivered by caesarean section (%),19.6,5.3
48,mother's recall (%),(72.4),67.9
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(75.9),(80.0)
50,Children age 12-23 months who have received BCG (%),(92.6),90.9
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(79.7),73.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(84.9),83.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(87.5),91.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(35.4),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(47.2),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(82.8),77.4
