Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),79.5,75.9
Population below age 15 years (%),24.0,27.2
"Sex ratio of the total population (females per 1,000 males)","1,002","1,035"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",979,931
Children under age 5 years whose birth was registered with the civil authority (%),93.9,86.4
Deaths in the last 3 years registered with the civil authority (%),72.3,na
Population living in households with electricity (%),94.4,76.7
Population living in households with an improved drinking-water source (%),98.1,98.8
Population living in households that use an improved sanitation facility(%),75.3,59.7
Households using clean fuel for cooking (%),44.7,28.1
Households using iodized salt (%),99.5,99.8
Households with any usual member covered under a health insurance/financing scheme (%),58.8,7.7
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.8,na
Women who are literate (%),76.6,na
Women with 10 or more years of schooling (%),33.7,25.8
Women age 20-24 years married before age 18 years (%),23.0,26.9
Births in the 5 years preceding the survey that are third or higher order (%),0.0,0.6
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.8,10.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.8,56.7
Any method (%),64.6,53.8
Any modern method (%),43.6,37.7
Female sterilization (%),24.3,20.9
Male sterilization (%),0.1,0.1
IUD/PPIUD (%),3.0,3.3
Pill (%),10.7,10.6
Condom (%),4.5,2.7
Injectables (%),0.5,0.0
Total unmet need(%),8.7,13.7
Unmet need for spacing (%),4.8,6.6
Health worker ever talked to female non-users about family planning (%),28.9,15.1
Current users ever told about side effects of current method (%),76.5,71.3
Mothers who had an antenatal check-up in the first trimester (%),75.8,71.3
Mothers who had at least 4 antenatal care visits (%),75.6,67.6
Mothers whose last birth was protected against neonatal tetanus (%),94.1,92.8
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),58.9,55.2
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),28.0,11.9
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.6,97.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),82.1,71.1
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,125","4,792"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(6.7)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),87.0,na
Institutional births (%),93.1,88.5
Institutional births in public facility (%),71.6,62.2
Home births that were conducted by skilled health personnel (%),1.2,1.5
Births attended by skilled health personnel (%),95.3,90.7
Births delivered by caesarean section (%),27.7,24.3
Births in a private health facility that were delivered by caesarean section (%),62.9,47.5
Births in a public health facility that were delivered by caesarean section (%),19.9,19.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(83.8),71.1
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(85.5),(77.4)
Children age 12-23 months who have received BCG (%),(97.8),100.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),(83.8),78.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(93.0),82.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.8),92.6
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(35.1),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(50.0),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(93.0),71.5
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),56.5,69.8
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(87.2),77.9
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(7.6),18.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.8,1.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.5,0.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),56.1,*
Children under age 3 years breastfed within one hour of birth (%),52.6,66.9
Children under age 6 months exclusively breastfed (%),*,(69.9)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.7,14.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),5.6,16.4
Children under 5 years who are stunted (height-for-age) (%),27.3,33.3
Children under 5 years who are wasted (weight-for-height) (%),20.6,22.4
Children under 5 years who are severely wasted (weight-for-height) (%),8.4,8.2
Children under 5 years who are underweight (weight-for-age) (%),32.0,33.0
Children under 5 years who are overweight (weight-for-height) (%),2.0,3.3
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.3,29.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.9,14.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),58.7,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.4,52.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),72.0,53.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),47.2,(56.0)
All women age 15-49 years who are anaemic (%),70.8,53.7
All women age 15-19 years who are anaemic (%),64.3,60.3
Women - Blood sugar level - high (141-160 mg/dl)(%),7.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.6,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),9.1,na
Men - Blood sugar level - very high (>160 mg/dl) (%),9.0,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.1,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.5,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.4,na
  Ever undergone a screening test for cervical cancer (%),0.0,na
  Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.5,na
Women age 15 years and above who use any kind of tobacco (%),27.9,na
Men age 15 years and above who use any kind of tobacco (%),57.7,na
Women age 15 years and above who consume alcohol (%),19.0,na
Men age 15 years and above who consume alcohol (%),51.9,na
