Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),81.3
Population below age 15 years (%),31.1
"Sex ratio of the total population (females per 1,000 males)","1,050"
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",969
Children under age 5 years whose birth was registered with the civil authority (%),99.2
Deaths in the last 3 years registered with the civil authority (%),66.0
Population living in households with electricity (%),94.5
Population living in households with an improved drinking-water source (%),96.1
Population living in households that use an improved sanitation facility(%),66.1
Households using clean fuel for cooking (%),38.6
Households using iodized salt (%),98.7
Households with any usual member covered under a health insurance/financing scheme (%),59.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.7
Women who are literate (%),78.4
Women with 10 or more years of schooling (%),22.1
Women age 20-24 years married before age 18 years (%),42.6
Births in the 5 years preceding the survey that are third or higher order (%),1.7
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),15.0
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),58.4
Any method (%),58.6
Any modern method (%),46.8
Female sterilization (%),7.7
Male sterilization (%),0.2
IUD/PPIUD (%),2.8
Pill (%),30.2
Condom (%),5.4
Injectables (%),0.1
Total unmet need(%),12.3
Unmet need for spacing (%),3.1
Health worker ever talked to female non-users about family planning (%),16.6
Current users ever told about side effects of current method (%),73.7
Mothers who had an antenatal check-up in the first trimester (%),73.1
Mothers who had at least 4 antenatal care visits (%),59.4
Mothers whose last birth was protected against neonatal tetanus (%),97.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),46.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),12.3
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),62.0
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,670"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),65.3
Institutional births (%),83.7
Institutional births in public facility (%),73.4
Home births that were conducted by skilled health personnel (%),2.7
Births attended by skilled health personnel (%),86.7
Births delivered by caesarean section (%),17.9
Births in a private health facility that were delivered by caesarean section (%),(80.8)
Births in a public health facility that were delivered by caesarean section (%),13.0
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),58.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),68.0
Children age 12-23 months who have received BCG (%),86.9
Children age 12-23 months who have received 3 doses of polio vaccine (%),67.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),73.6
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),67.3
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),9.6
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),31.4
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),64.6
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),47.9
Children age 12-23 months who received most of their vaccinations in a public health facility (%),95.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(75.4)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(11.7)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(57.1)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),42.5
Children under age 3 years breastfed within one hour of birth (%),61.6
Children under age 6 months exclusively breastfed (%),(67.5)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),8.6
Children under 5 years who are stunted (height-for-age) (%),38.9
Children under 5 years who are wasted (weight-for-height) (%),19.4
Children under 5 years who are severely wasted (weight-for-height) (%),5.2
Children under 5 years who are underweight (weight-for-age) (%),32.4
Children under 5 years who are overweight (weight-for-height) (%),7.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),21.5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),13.2
Women who have high risk waist-to-hip ratio (≥0.85) (%),60.7
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),61.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(62.4)
All women age 15-49 years who are anaemic (%),61.0
All women age 15-19 years who are anaemic (%),65.1
Women - Blood sugar level - high (141-160 mg/dl)(%),8.3
Women - Blood sugar level - very high (>160 mg/dl)(%),6.2
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.9
Men - Blood sugar level - high (141-160 mg/dl)(%),10.6
Men - Blood sugar level - very high (>160 mg/dl) (%),9.1
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.4
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.9
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.9
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.4
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.7
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.5
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.0
  Ever undergone a screening test for cervical cancer (%),0.2
  Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.4
Women age 15 years and above who use any kind of tobacco (%),18.2
Men age 15 years and above who use any kind of tobacco (%),49.0
Women age 15 years and above who consume alcohol (%),2.5
Men age 15 years and above who consume alcohol (%),14.8
