,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),71.5,67.2
1,Population below age 15 years (%),28.0,31.2
2,"Sex ratio of the total population (females per 1,000 males)","1,015",965
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",906,"1,106"
4,Children under age 5 years whose birth was registered with the civil authority (%),99.3,94.7
5,Deaths in the last 3 years registered with the civil authority (%),72.7,na
6,Population living in households with electricity (%),97.8,72.2
7,Population living in households with an improved drinking-water source (%),92.1,71.2
8,Population living in households that use an improved sanitation facility(%),77.1,33.1
9,Households using clean fuel for cooking (%),44.5,18.3
10,Households using iodized salt (%),98.6,98.4
11,Households with any usual member covered under a health insurance/financing scheme (%),61.5,6.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),7.9,na
13,Women who are literate (%),71.5,na
14,Women with 10 or more years of schooling (%),23.0,20.2
15,Women age 20-24 years married before age 18 years (%),30.9,32.4
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,1.1
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),13.7,18.9
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),63.5,34.0
19,Any method (%),65.8,62.6
20,Any modern method (%),55.6,30.7
21,Female sterilization (%),3.9,1.3
22,Male sterilization (%),0.1,0.0
23,IUD/PPIUD (%),5.2,2.3
24,Pill (%),39.9,23.0
25,Condom (%),6.1,3.4
26,Injectables (%),0.2,0.3
27,Total unmet need(%),9.8,7.9
28,Unmet need for spacing (%),3.7,3.1
29,Health worker ever talked to female non-users about family planning (%),34.2,14.3
30,Current users ever told about side effects of current method (%),75.3,38.9
31,Mothers who had an antenatal check-up in the first trimester (%),55.9,61.9
32,Mothers who had at least 4 antenatal care visits (%),56.5,41.2
33,Mothers whose last birth was protected against neonatal tetanus (%),96.1,86.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),47.1,34.3
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),22.8,1.9
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.2,97.9
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.7,36.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,052","2,989"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(4.3),1.4
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),63.0,na
41,Institutional births (%),83.7,59.4
42,Institutional births in public facility (%),71.1,50.1
43,Home births that were conducted by skilled health personnel (%),2.7,3.5
44,Births attended by skilled health personnel (%),82.9,62.7
45,Births delivered by caesarean section (%),15.3,7.5
