Indicator,NFHS-5
Female population age 6 years and above who ever attended school (%),79.1
Population below age 15 years (%),27.5
"Sex ratio of the total population (females per 1,000 males)",986
"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,017"
Children under age 5 years whose birth was registered with the civil authority (%),98.7
Deaths in the last 3 years registered with the civil authority (%),79.7
Population living in households with electricity (%),96.3
Population living in households with an improved drinking-water source (%),99.9
Population living in households that use an improved sanitation facility(%),63.1
Households using clean fuel for cooking (%),52.0
Households using iodized salt (%),98.9
Households with any usual member covered under a health insurance/financing scheme (%),67.4
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.7
Women who are literate (%),83.2
Women with 10 or more years of schooling (%),23.1
Women age 20-24 years married before age 18 years (%),30.9
Births in the 5 years preceding the survey that are third or higher order (%),1.2
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),15.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),64.6
Any method (%),61.1
Any modern method (%),48.2
Female sterilization (%),4.3
Male sterilization (%),0.1
IUD/PPIUD (%),1.2
Pill (%),37.2
Condom (%),4.9
Injectables (%),0.0
Total unmet need(%),13.2
Unmet need for spacing (%),4.9
Health worker ever talked to female non-users about family planning (%),21.7
Current users ever told about side effects of current method (%),73.5
Mothers who had an antenatal check-up in the first trimester (%),52.7
Mothers who had at least 4 antenatal care visits (%),51.3
Mothers whose last birth was protected against neonatal tetanus (%),96.2
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),50.5
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),16.0
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),63.9
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,299"
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),68.4
Institutional births (%),82.1
Institutional births in public facility (%),59.4
Home births that were conducted by skilled health personnel (%),4.1
Births attended by skilled health personnel (%),83.5
Births delivered by caesarean section (%),18.4
Births in a private health facility that were delivered by caesarean section (%),51.6
Births in a public health facility that were delivered by caesarean section (%),11.2
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),55.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(63.6)
Children age 12-23 months who have received BCG (%),82.1
Children age 12-23 months who have received 3 doses of polio vaccine (%),60.9
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),60.8
