Indicator,NFHS-5,NFHS-4
Female population age 6 years and above who ever attended school (%),66.3,64.9
Population below age 15 years (%),24.4,27.1
"Sex ratio of the total population (females per 1,000 males)",929,889
"Sex ratio at birth for children born in the last five years (females per 1,000 males)",804,949
Children under age 5 years whose birth was registered with the civil authority (%),99.6,99.2
Deaths in the last 3 years registered with the civil authority (%),95.3,na
Population living in households with electricity (%),100.0,99.9
Population living in households with an improved drinking-water source (%),98.5,99.8
Population living in households that use an improved sanitation facility(%),89.7,79.2
Households using clean fuel for cooking (%),55.9,41.1
Households using iodized salt (%),97.0,89.6
Households with any usual member covered under a health insurance/financing scheme (%),29.1,13.9
Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.3,na
Women who are literate (%),70.9,na
Women with 10 or more years of schooling (%),45.9,40.8
Women age 20-24 years married before age 18 years (%),11.0,17.8
Births in the 5 years preceding the survey that are third or higher order (%),3.7,3.4
Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),4.7,4.6
Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.1,77.9
Any method (%),76.5,76.0
Any modern method (%),61.0,72.0
Female sterilization (%),36.4,37.1
Male sterilization (%),3.0,1.2
IUD/PPIUD (%),4.0,8.5
Pill (%),1.5,2.5
Condom (%),15.4,21.6
Injectables (%),0.4,0.1
Total unmet need(%),4.8,5.3
Unmet need for spacing (%),1.7,2.4
Health worker ever talked to female non-users about family planning (%),12.5,31.9
Current users ever told about side effects of current method (%),58.5,74.3
Mothers who had an antenatal check-up in the first trimester (%),81.4,78.6
Mothers who had at least 4 antenatal care visits (%),68.8,61.0
Mothers whose last birth was protected against neonatal tetanus (%),96.5,95.1
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),66.0,54.9
Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),46.8,16.6
Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9,98.7
Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.3,81.5
Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,038",519
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(2.4)
Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),93.9,na
Institutional births (%),98.2,83.6
Institutional births in public facility (%),65.4,52.6
Home births that were conducted by skilled health personnel (%),1.5,5.4
Births attended by skilled health personnel (%),99.7,89.5
Births delivered by caesarean section (%),24.9,14.1
Births in a private health facility that were delivered by caesarean section (%),52.0,31.7
Births in a public health facility that were delivered by caesarean section (%),12.0,8.2
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(74.3),90.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(86.3),92.8
Children age 12-23 months who have received BCG (%),(89.7),98.5
Children age 12-23 months who have received 3 doses of polio vaccine (%),(76.4),93.3
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(91.9),94.5
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(91.9),93.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(44.7),na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(89.0),na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(91.9),91.2
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.5,90.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),100.0
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,9.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(85.3)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(31.8)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(89.4)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,2.6
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(92.1)
